FID,Parcel_cla,site,pointnum,Latitude,Longitude,mspa,landform,formcode,patchid,groveid,ROCKAGE,ROCKTYPE1,ROCKTYPE2,DistEdge,Aspect,MUSYM,SoilArea,DEM10,CanopyHt,Schumaker_Avg,Penetrometer
752,Institution,ND,5,39.350658,-76.622853,33,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,12.649111,237.089951,35B,37383.56535,102.908989,4.190002,0,199
753,Institution,ND,7,39.350769,-76.621989,33,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,35.608986,186.508102,13B,40642.69217,106.249565,22.099991,0.454545455,280
754,Institution,ND,9,39.351047,-76.622482,1,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,2.828427,228.059784,35B,37383.56535,106.406784,12.416687,0,0
755,City,NMN,1,39.364983,-76.600241,9,ridge,3,,,Precambrian,granitic gneiss,amphibolite,26.832815,72.636124,13UC,171675.886,114.797714,15.7575,2,130
756,City,NMN,2,39.364699,-76.60001,9,ridge,3,,,Precambrian,granitic gneiss,amphibolite,18.973665,66.008194,13UC,171675.886,111.834381,8.055,2.066666667,200
757,City,NMN,3,39.364431,-76.599776,9,ridge,3,,,Precambrian,granitic gneiss,amphibolite,8.485281,60.79113,13UC,171675.886,110.89518,11.410004,0.714285714,190
758,Institution,RPCS,1,39.358563,-76.63919,3,spur,5,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,19.697716,192.558044,5E,182390.2109,106.718079,28.610001,0.733333333,152
759,Institution,RPCS,10,39.358068,-76.637983,9,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,2,260.387634,5E,182390.2109,102.86834,5.195747,0.884615385,140
760,Institution,RPCS,11,39.35769,-76.639071,17,valley,9,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,78.102493,307.259613,5E,182390.2109,85.391159,30.494995,0.379310345,130
761,Institution,RPCS,12,39.357715,-76.638694,17,valley,9,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,108.295891,249.182312,5E,182390.2109,87.761185,33.816673,0.045454545,147
762,Institution,RPCS,13,39.357748,-76.638316,17,valley,9,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,86.023254,236.692612,5E,182390.2109,91.998062,30.184998,0.090909091,94
763,Institution,RPCS,14,39.357786,-76.637943,35,hollow,7,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,25.455845,219.967194,5E,182390.2109,100.914185,15.559998,0.5,104
764,Institution,RPCS,15,39.357428,-76.638653,3,valley,9,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,13.416408,358.86142,5E,182390.2109,87.563263,15.080002,0.666666667,165
765,Institution,RPCS,16,39.357459,-76.638277,17,valley,9,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,67.675697,226.814667,5E,182390.2109,89.866219,13.898827,0.272727273,0
766,Institution,RPCS,17,39.35749,-76.637905,35,valley,9,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,46.818798,214.468048,5E,182390.2109,96.081245,10.55986,0.055555556,0
767,Institution,RPCS,18,39.357519,-76.637528,35,slope,6,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,34,211.515625,5E,182390.2109,103.301872,9.659355,0.3125,0
768,Institution,RPCS,19,39.357198,-76.637861,35,valley,9,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,12.649111,244.917343,5E,182390.2109,92.872391,21.92569,0.958333333,0
769,Institution,RPCS,2,39.358266,-76.639153,3,slope,6,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,45.122055,178.998825,5E,182390.2109,98.702911,30.859993,0.727272727,0
770,Institution,RPCS,20,39.35723,-76.637489,17,valley,9,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,53.66563,212.105331,5E,182390.2109,96.941566,27.244995,0.269230769,0
771,Institution,RPCS,21,39.357263,-76.637111,33,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,17.888544,200.435364,5E,182390.2109,103.865906,7.700005,0.444444444,0
772,Institution,RPCS,22,39.356984,-76.63707,33,valley,9,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,10.198039,240.102158,5E,182390.2109,98.14283,8.005203,0.272727273,0
773,Institution,RPCS,23,39.357003,-76.636693,33,valley,9,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,16.124516,195.251205,5E,182390.2109,101.241058,20.084999,1,0
774,Institution,RPCS,3,39.358295,-76.638774,67,hollow,7,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,31.240999,154.305283,5E,182390.2109,99.227905,24.864998,0.80952381,0
775,Institution,RPCS,4,39.35833,-76.638398,3,valley,9,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,20.591261,172.852158,5E,182390.2109,96.984703,29.648468,0.291666667,0
776,Institution,RPCS,5,39.358653,-76.638068,0,valley,9,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,145.316208,5E,182390.2109,104.978279,17.529999,0.285714286,0
777,Institution,RPCS,6,39.358361,-76.638029,17,hollow,7,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,52.153618,277.458374,5E,182390.2109,99.566986,6.755005,0.32,0
778,Institution,RPCS,7,39.357975,-76.639114,17,valley,9,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,48.373547,181.391312,5E,182390.2109,88.60965,43.224991,0.56,0
779,Institution,RPCS,8,39.35801,-76.638737,3,valley,9,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,34,185.876801,5E,182390.2109,90.075218,36.406662,0,0
780,Institution,RPCS,9,39.358043,-76.638361,17,hollow,7,423,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,98.183502,242.037292,5E,182390.2109,93.65258,17.589996,0,0
781,City,SETON,1,39.339914,-76.710711,17,valley,9,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,132,89.334259,10,287392.0772,108.066895,22.666672,0.25,282
782,City,SETON,10,39.338839,-76.709621,17,slope,6,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,130.23056,240.299057,18UB,105645.9816,108.677643,26.049995,0,225
783,City,SETON,11,39.338863,-76.709137,3,shoulder,4,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,21.260292,225.580322,18UB,105645.9816,109.804054,15.82,0.441176471,276
784,City,SETON,12,39.338462,-76.709581,17,slope,6,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,209.990479,223.815704,18C,8052.098793,107.699196,22.722214,0.4,297
785,City,SETON,13,39.338493,-76.709098,17,spur,5,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,97.590981,202.784409,18UB,105645.9816,109.127518,27.719994,0,305
786,City,SETON,14,39.338086,-76.709564,17,slope,6,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,218.220078,213.169312,18C,8052.098793,106.77507,20.057503,0.136363636,289
787,City,SETON,15,39.338119,-76.709059,17,slope,6,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,86.348129,190.485626,10,287392.0772,107.682671,27.825005,0.083333333,279
788,City,SETON,16,39.340673,-76.710782,17,slope,6,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,64.404968,181.295624,18C,42273.75805,110.126869,28.473335,0.212121212,170
789,City,SETON,17,39.341057,-76.710802,17,slope,6,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,68.410522,201.214539,18C,42273.75805,113.329521,24.629997,0.090909091,213
790,City,SETON,18,39.341434,-76.710845,17,spur,5,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,60.299255,238.382767,18C,42273.75805,115.037888,3.793335,0.346153846,260
791,City,SETON,19,39.341809,-76.710891,17,spur,5,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,80.024994,257.004913,18C,42273.75805,114.735634,20.26001,0,0
792,City,SETON,2,39.33954,-76.710676,17,footslope,8,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,171.172424,73.408623,10,287392.0772,108.015488,2.962006,0.185185185,0
793,City,SETON,20,39.342194,-76.710909,17,slope,6,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,108,266.076294,18C,42273.75805,114.267502,27.485008,0.5,0
794,City,SETON,21,39.342229,-76.710435,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,274.55481,18C,42273.75805,118.734573,12.570221,0.388888889,0
795,Institution,SETON,22,39.342594,-76.710466,3,slope,6,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,2.828427,271.184906,18C,42273.75805,117.444092,9.961685,2.833333333,0
796,City,SETON,23,39.342979,-76.710491,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,260.313324,18C,42273.75805,116.675308,9.074997,2.428571429,0
797,City,SETON,24,39.344088,-76.711087,17,valley,9,,894,Late Precambrian (?) - Early Paleozoic,gabbro,norite,71.021126,226.235062,12B,16444.46638,115.1847,23.330002,0.708333333,0
798,Private,SETON,25,39.344885,-76.703283,35,hollow,7,,904,Late Precambrian (?) - Early Paleozoic,gabbro,norite,24.083189,185.240128,10,287392.0772,114.742439,10.151207,0.653846154,0
799,State,SETON,26,39.345606,-76.703854,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,204.382309,27UB,130280.4313,118.197388,6.750168,0.5,0
800,State,SETON,27,39.345971,-76.704362,35,valley,9,832,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,22.803509,214.218857,10,287392.0772,118.434258,4.279999,3.75,0
801,Private,SETON,28,39.345942,-76.704867,35,valley,9,832,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,38.832977,73.078926,10,287392.0772,119.275543,26.25,1.583333333,0
802,Private,SETON,29,39.346324,-76.70489,3,valley,9,832,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,21.260292,84.756218,10,287392.0772,119.110718,19.927505,1.833333333,0
803,State,SETON,3,39.339151,-76.710647,17,hollow,7,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,224,95.30407,10,287392.0772,107.950096,11.592224,0.555555556,0
804,State,SETON,30,39.346701,-76.704921,35,valley,9,832,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,40,102.712929,10,287392.0772,119.910652,15.200005,1.296296296,0
805,Private,SETON,31,39.347094,-76.704969,17,hollow,7,832,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,68.264191,92.486282,10,287392.0772,121.165756,6.42984,1.857142857,0
806,Private,SETON,4,39.339136,-76.711115,17,spur,5,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,92,117.473251,12B,10481.43704,109.152832,28.209999,0,0
807,Private,SETON,5,39.338768,-76.711085,17,slope,6,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,102,129.092926,10,287392.0772,108.166473,15.207703,0,0
808,Private,SETON,6,39.338799,-76.710602,17,footslope,8,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,238,110.669312,10,287392.0772,107.121521,22.834282,0.5,0
809,Private,SETON,7,39.338404,-76.710564,17,footslope,8,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,250,131.988831,10,287392.0772,106.601326,25.875,0.142857143,0
810,Private,SETON,8,39.339609,-76.709694,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,256.7948,18UB,105645.9816,108.989967,9.848137,0.4,0
811,City,SETON,9,39.339218,-76.709648,3,slope,6,938,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,47.707443,245.779617,18UB,105645.9816,109.068245,19.552856,0.75,0
812,City,SGDW,1,39.349041,-76.65858,65,shoulder,4,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,12,1.848188,17B,32359.63462,124.63311,18.526672,0.958333333,212.5
813,Institution,SGDW,10,39.347762,-76.659002,67,hollow,7,794,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,10,193.92215,17B,32359.63462,117.138252,13.096802,0.842105263,180
814,Institution,SGDW,11,39.347676,-76.65859,17,slope,6,794,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,120,210.554657,17B,32359.63462,118.712677,15.359993,0.947368421,284
815,Institution,SGDW,12,39.347597,-76.658181,3,slope,6,794,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,7.211102,239.107422,18UB,144152.8814,120.201569,11.490005,0.80952381,230
816,City,SGDW,2,39.348961,-76.658175,67,shoulder,4,794,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,22,151.325287,18UB,144152.8814,124.511131,25.986664,0.482758621,180
817,City,SGDW,3,39.348802,-76.659105,3,spur,5,794,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,8.485281,148.205658,17B,32359.63462,124.832031,15.633339,0.076923077,215
818,City,SGDW,4,39.34873,-76.658689,17,spur,5,794,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,73.78347,180.350708,17B,32359.63462,124.338554,7.423325,0.76,150
819,City,SGDW,5,39.348638,-76.658275,67,shoulder,4,794,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,28.635643,188.75415,17B,32359.63462,123.970444,16.675003,0.535714286,185
820,Institution,SGDW,6,39.348399,-76.658798,17,slope,6,794,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,88.362885,203.33168,17B,32359.63462,122.16906,18.440063,0.090909091,195
821,Institution,SGDW,7,39.348324,-76.658382,17,hollow,7,794,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,76.655075,201.845016,17B,32359.63462,122.918381,32.640007,0.789473684,190
822,Institution,SGDW,8,39.348079,-76.658908,67,hollow,7,794,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,15.6205,194.034012,17B,32359.63462,120.473808,8.030006,0.238095238,215
823,Institution,SGDW,9,39.348005,-76.658485,17,hollow,7,794,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,92.347168,199.246033,17B,32359.63462,121.368263,12.756676,0.518518519,165
824,Institution,SINAI,1,39.354114,-76.659661,67,ridge,3,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,30.594116,5.537057,28E,274657.002,126.307419,15.957497,0.153846154,125
825,Institution,SINAI,10,39.355737,-76.658113,3,slope,6,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,43.863426,349.112457,28E,274657.002,106.78241,13.940002,0.066666667,261
826,Institution,SINAI,11,39.35528,-76.657774,17,ridge,3,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,93.295227,342.542633,28E,274657.002,115.471367,7.726662,0.818181818,232
827,Institution,SINAI,12,39.355646,-76.657649,17,spur,5,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,129.69194,353.691162,28E,274657.002,110.495239,8.379547,0.333333333,188
828,Institution,SINAI,13,39.356005,-76.657537,3,spur,5,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,34,343.397583,28E,274657.002,102.622597,8.793472,1.444444444,152
829,Institution,SINAI,14,39.355552,-76.657187,17,ridge,3,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,224.508347,354.34906,28E,274657.002,110.999046,30.326675,0,171
830,Institution,SINAI,15,39.355912,-76.657065,17,spur,5,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,123.434196,344.726257,28E,274657.002,105.218185,26.189995,0,230
831,Institution,SINAI,16,39.356274,-76.65695,3,slope,6,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,21.540659,336.454681,28E,274657.002,98.89489,29.220001,0,195
832,Institution,SINAI,17,39.356193,-76.656478,17,spur,5,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,114.280357,326.154388,28E,274657.002,101.590073,23.489998,0.083333333,183
833,Institution,SINAI,18,39.35582,-76.656597,17,ridge,3,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,215.564377,337.428375,28E,274657.002,107.344856,0.186668,0,166
834,Institution,SINAI,19,39.355463,-76.656709,17,ridge,3,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,261.021057,349.173645,28B,19001.12821,111.849983,21.414375,0,177
835,Institution,SINAI,2,39.354474,-76.659533,17,spur,5,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,115.602768,343.367798,28E,274657.002,123.488747,18.688576,0.482758621,0
836,Institution,SINAI,20,39.355096,-76.656834,17,ridge,3,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,132.136292,109.704353,28B,19001.12821,113.364166,21.525436,0,0
837,Institution,SINAI,21,39.356453,-76.655885,17,ridge,3,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,112.871605,358.649109,28E,274657.002,98.358871,29.220001,0,0
838,Institution,SINAI,22,39.356093,-76.656008,17,ridge,3,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,211.092392,8.995689,28E,274657.002,103.888977,22.02858,0,0
839,Institution,SINAI,23,39.355725,-76.656124,17,ridge,3,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,252.103149,42.271267,28B,19001.12821,108.159393,23.339485,0,0
840,Institution,SINAI,24,39.355368,-76.656245,17,ridge,3,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,218.549759,106.533745,28B,19001.12821,108.453812,27.07,0.72,0
841,Institution,SINAI,25,39.355006,-76.656367,17,spur,5,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,131.939377,110.182953,28E,274657.002,105.920547,25.436668,0.44,0
842,Institution,SINAI,26,39.354647,-76.656482,0,slope,6,,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,0,112.983162,28E,274657.002,102.605011,6.356766,0.1875,0
843,Institution,SINAI,27,39.355634,-76.655665,17,spur,5,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,122.539787,89.854439,28E,274657.002,100.820061,19.243134,0.666666667,0
844,Institution,SINAI,28,39.355269,-76.655776,17,spur,5,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,85.883644,98.758545,28E,274657.002,98.491547,31.809998,0.08,0
845,Institution,SINAI,29,39.354282,-76.656612,0,hollow,7,,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,0,110.346992,38C,24252.14147,99.998856,5.908974,0.777777778,0
846,Institution,SINAI,3,39.354941,-76.659875,0,slope,6,,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,0,330.656311,28E,274657.002,116.869858,7.510353,1.333333333,0
847,Institution,SINAI,30,39.353922,-76.656733,35,valley,9,,659,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,4,94.53479,38C,24252.14147,98.444969,15.230003,1.055555556,0
848,Institution,SINAI,31,39.35328,-76.657429,0,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,82.413574,38C,24252.14147,104.240952,8.369606,1.166666667,0
849,Institution,SINAI,32,39.352933,-76.657553,33,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,5.656854,88.59964,38C,24252.14147,107.761322,20.57,1,0
850,Institution,SINAI,33,39.352658,-76.658145,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,111.970795,38C,24252.14147,114.871147,5.944939,0.277777778,0
851,Institution,SINAI,34,39.352026,-76.658838,3,slope,6,,717,Late Precambrian (?) - Early Paleozoic,gabbro,norite,19.79899,121.542686,38C,24252.14147,116.242355,15.885002,1.416666667,0
852,Institution,SINAI,4,39.354834,-76.65941,17,spur,5,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,119.331474,333.076202,28E,274657.002,120.118423,15.586624,0,0
853,Institution,SINAI,5,39.35474,-76.658945,67,ridge,3,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,43.863426,323.414368,28E,274657.002,122.714508,19.240311,0,0
854,Institution,SINAI,6,39.355201,-76.659292,3,slope,6,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,17.204651,329.852539,28E,274657.002,115.264168,25.195,0.12,0
855,Institution,SINAI,7,39.355105,-76.65883,17,spur,5,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,89.308456,338.991241,28E,274657.002,118.894768,21.895004,0,0
856,Institution,SINAI,8,39.355468,-76.658707,17,slope,6,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,52.839378,332.866272,28E,274657.002,111.460846,20.479996,0.571428571,0
857,Institution,SINAI,9,39.355375,-76.658238,17,spur,5,592,,Early Paleozoic - Late Precambrian (?),serpentinite,dunite,84.403793,349.999939,28E,274657.002,114.266144,28.175003,0,0
858,Private,SW,10,39.341963,-76.601245,17,slope,6,949,,Late Precambrian (?),metasedimentary rock,schist,70.88018,210.076538,29UB,90876.51179,73.206291,23.366669,0.321428571,220
859,Private,SW,11,39.342641,-76.602277,3,slope,6,949,,Late Precambrian (?),metasedimentary rock,schist,34.928497,233.563049,29UC,75505.0648,70.061005,7.453171,0.333333333,300
860,Private,SW,12,39.342363,-76.602053,17,slope,6,949,,Late Precambrian (?),metasedimentary rock,schist,58.309521,228.861801,29UC,75505.0648,70.392326,14.809998,1.666666667,150
861,Private,SW,13,39.342074,-76.601823,0,slope,6,,,Late Precambrian (?),metasedimentary rock,schist,0,220.516327,29UC,75505.0648,70.332092,7.75,2.111111111,55
862,Private,SW,14,39.341791,-76.601608,0,slope,6,,,Late Precambrian (?),metasedimentary rock,schist,0,216.537384,29UB,90876.51179,68.786591,8.313431,1.315789474,60
863,Private,SW,4,39.3427,-76.60133,67,slope,6,949,,Late Precambrian (?),metasedimentary rock,schist,36.055511,232.656342,29UC,75505.0648,75.61235,21.792854,0.5,10
864,Private,SW,5,39.342416,-76.601102,17,slope,6,949,,Late Precambrian (?),metasedimentary rock,schist,66.483078,217.300125,29UB,90876.51179,75.309479,19.827522,1.823529412,120
865,Private,SW,6,39.342127,-76.600883,17,slope,6,949,,Late Precambrian (?),metasedimentary rock,schist,73.430237,170.008972,29UB,90876.51179,74.534019,19.246666,0.9,110
866,Private,SW,8,39.342522,-76.601686,35,slope,6,949,,Late Precambrian (?),metasedimentary rock,schist,27.784887,233.646011,29UC,75505.0648,73.470108,3.472504,0.769230769,40
867,Private,SW,9,39.342241,-76.601473,0,slope,6,,,Late Precambrian (?),metasedimentary rock,schist,0,218.732956,29UB,90876.51179,73.526711,5.856003,0,0
868,Private,W,1,39.344998,-76.60026,65,slope,6,,,Late Precambrian (?),mica schist,gneiss,7.211102,173.075256,25UB,281748.9535,86.549347,7.610001,1.25,0
869,Private,W,2,39.344734,-76.600725,67,slope,6,,893,Late Precambrian (?),mica schist,gneiss,32.55764,194.938095,25UB,281748.9535,85.082603,20.182495,0.6,0
870,Private,W,3,39.345047,-76.60065,65,slope,6,,,Late Precambrian (?),mica schist,gneiss,7.211102,173.661591,25UB,281748.9535,86.672836,19.110001,0.6,0
871,Private,W,4,39.344683,-76.600331,67,slope,6,,893,Late Precambrian (?),mica schist,gneiss,17.204651,179.625885,25UB,281748.9535,85.308891,11.099998,1.047619048,0
872,Private,WG,2,39.350597,-76.603875,35,shoulder,4,,749,Late Precambrian (?),mica schist,gneiss,26.076809,237.236435,25UB,38916.182,98.646683,10.203758,1.352941176,160
873,Private,WG,3,39.350314,-76.604351,3,slope,6,,749,Late Precambrian (?),mica schist,gneiss,10.198039,253.823547,25UB,38916.182,97.332108,14.415001,0.5,180
874,Private,WG,4,39.350268,-76.603945,0,slope,6,,,Late Precambrian (?),mica schist,gneiss,0,245.742172,25UB,38916.182,98.402756,10.240005,3,210
875,Private,WG,5,39.350212,-76.603517,35,shoulder,4,,760,Late Precambrian (?),mica schist,gneiss,31.240999,245.961716,25UB,38916.182,99.039131,9.120003,0,270
876,Private,Hockley,1,39.206419,-76.565001,0,slope,6,,,Cretaceous,gravel,sand,0,163.644272,39C,511068.4175,23.217382,3.204,7.5,70
877,Private,Hockley,2,39.206419,-76.565001,0,slope,6,,,Cretaceous,gravel,sand,0,163.644272,39C,511068.4175,23.217382,3.204,3,120
878,Private,Hockley,3,39.206419,-76.565001,0,slope,6,,,Cretaceous,gravel,sand,0,163.644272,39C,511068.4175,23.217382,3.204,3.5,140
879,Private,Hockley,4,39.206419,-76.565001,0,slope,6,,,Cretaceous,gravel,sand,0,163.644272,39C,511068.4175,23.217382,3.204,2.2,130
880,Private,Hockley,5,39.206419,-76.565001,0,slope,6,,,Cretaceous,gravel,sand,0,163.644272,39C,511068.4175,23.217382,3.204,4.25,70
881,Private,Hockley,6,39.206463,-76.565217,0,slope,6,,,Cretaceous,gravel,sand,0,161.907196,39C,511068.4175,25.654909,4.122774,4.5,38
882,Private,Hockley,7,39.206517,-76.563819,0,slope,6,,,Cretaceous,gravel,sand,0,170.018906,39C,511068.4175,29.234192,3.052097,3.857142857,84
883,Private,Hockley,8,39.206692,-76.563617,0,slope,6,,,Cretaceous,gravel,sand,0,173.343552,39C,511068.4175,33.771915,1.96241,0,90
884,Private,Hockley,9,39.206692,-76.563617,0,slope,6,,,Cretaceous,gravel,sand,0,173.343552,39C,511068.4175,33.771915,1.96241,4.8,90
885,Private,Hockley,10,39.206692,-76.563617,0,slope,6,,,Cretaceous,gravel,sand,0,173.343552,39C,511068.4175,33.771915,1.96241,2.714285714,110
886,Private,Hockley,11,39.206692,-76.563617,0,slope,6,,,Cretaceous,gravel,sand,0,173.343552,39C,511068.4175,33.771915,1.96241,5,50
887,Private,Hockley,12,39.206732,-76.565058,0,slope,6,,,Cretaceous,gravel,sand,0,166.236084,39C,511068.4175,34.017239,4.183041,1.714285714,110
888,Private,Hockley,13,39.206732,-76.565058,0,slope,6,,,Cretaceous,gravel,sand,0,166.236084,39C,511068.4175,34.017239,4.183041,0,0
889,Private,Hockley,14,39.206923,-76.56495,0,slope,6,,,Cretaceous,gravel,sand,0,169.794571,39C,511068.4175,41.559792,2.90638,0,0
890,Private,Hockley,15,39.206923,-76.56495,0,slope,6,,,Cretaceous,gravel,sand,0,169.794571,39C,511068.4175,41.559792,2.90638,0,0
891,Private,Hockley,16,39.206134,-76.56487,0,slope,6,,,Cretaceous,gravel,sand,0,175.806046,39C,511068.4175,16.972458,4.32102,0,0
892,Private,Hockley,17,39.206134,-76.56487,0,slope,6,,,Cretaceous,gravel,sand,0,175.806046,39C,511068.4175,16.972458,4.32102,0,0
893,Private,Hockley,18,39.206134,-76.56487,0,slope,6,,,Cretaceous,gravel,sand,0,175.806046,39C,511068.4175,16.972458,4.32102,0,0
894,Private,Hockley,19,39.206134,-76.56487,0,slope,6,,,Cretaceous,gravel,sand,0,175.806046,39C,511068.4175,16.972458,4.32102,0,0
895,Private,Hockley,20,39.206134,-76.56487,0,slope,6,,,Cretaceous,gravel,sand,0,175.806046,39C,511068.4175,16.972458,4.32102,0,0
896,Private,Hockley,21,39.206134,-76.56485,0,slope,6,,,Cretaceous,gravel,sand,0,175.806046,39C,511068.4175,16.611883,4.586433,0,0
