FID,Parcel_cla,site,pointnum,Latitude,Longitude,mspa,landform,formcode,patchid,groveid,ROCKAGE,ROCKTYPE1,ROCKTYPE2,DistEdge,Aspect,MUSYM,SoilArea,DEM10,CanopyHt,Schumaker_Avg,Penetrometer
599,Institution,JH,6,39.302136,-76.657145,35,spur,5,1749,,Early Paleozoic - Late Precambrian (?),quartz diorite,granite,20.099751,150.15625,31UB,468314.7924,60.39576,6.428333,1.214285714,210
600,Institution,JH,7,39.302847,-76.657691,17,slope,6,1749,,Early Paleozoic - Late Precambrian (?),quartz diorite,granite,85.883644,304.642303,29B,43141.62168,59.100815,11.163662,0.178571429,100
601,Institution,JH,8,39.302477,-76.657662,105,ridge,3,1749,,Early Paleozoic - Late Precambrian (?),quartz diorite,granite,34.98571,317.959351,29B,43141.62168,60.68396,11.060001,0.366666667,240
602,Institution,JH,9,39.302105,-76.657626,17,ridge,3,1749,,Early Paleozoic - Late Precambrian (?),quartz diorite,granite,84.970581,145.808121,31UB,468314.7924,60.772118,4.609989,0.75,80
603,Institution,JHU,1,39.32865,-76.62492,0,valley,9,,,Late Precambrian (?),mica schist,gneiss,0,98.701965,21E,202352.4507,41.356865,13.259377,0,135
604,Institution,JHU,10,39.328311,-76.624805,33,depression,10,,,Late Precambrian (?),mica schist,gneiss,13.416408,48.364429,21E,202352.4507,39.073986,4.799999,0.6,183
605,Institution,JHU,11,39.328986,-76.625043,0,depression,10,,,Late Precambrian (?),mica schist,gneiss,0,232.978256,21E,202352.4507,41.655231,13.119995,0.153846154,243
606,Institution,JHU,12,39.327064,-76.623913,35,slope,6,,1250,Quaternary,gravel,sand,39.395432,261.773529,13UC,81139.80888,53.412388,6.32,0.375,175
607,Institution,JHU,13,39.327384,-76.624021,0,slope,6,,,Quaternary,gravel,sand,0,273.926331,13UC,81139.80888,51.957359,27.445618,0.181818182,266
608,City,JHU,14,39.327483,-76.623577,3,slope,6,,1228,Quaternary,gravel,sand,12.649111,260.295258,13UC,81139.80888,56.847073,21.700001,1,187
609,Private,JHU,16,39.327142,-76.623454,33,slope,6,,,Quaternary,gravel,sand,27.784887,261.808014,13UC,81139.80888,60.103348,24.904999,1.058823529,151
610,Private,JHU,17,39.327232,-76.62303,35,spur,5,,1239,Quaternary,gravel,sand,7.211102,252.982773,13UC,81139.80888,66.112144,18.480003,0.318181818,165
611,Private,JHU,18,39.327565,-76.623145,33,spur,5,,,Quaternary,gravel,sand,21.540659,253.063675,13UC,81139.80888,66.029716,12.110001,0.75,284
612,Private,JHU,19,39.328425,-76.622507,17,valley,9,1201,,Quaternary,gravel,sand,100.578331,333.076843,13UC,81139.80888,60.811634,28.656666,0.117647059,278
613,Institution,JHU,2,39.32643,-76.625061,3,valley,9,1219,,Late Precambrian (?),mica schist,gneiss,44.721359,359.852509,21E,202352.4507,41.226925,22.472,0.285714286,315
614,Private,JHU,20,39.32877,-76.62263,17,valley,9,1201,,Quaternary,gravel,sand,76.655075,208.892609,13UC,81139.80888,58.144005,29.093334,0.375,101
615,Private,JHU,21,39.32852,-76.622063,0,valley,9,,,Quaternary,gravel,sand,0,269.383942,13UB,252486.3185,61.850189,8.534813,0.25,184
616,Private,JHU,22,39.329019,-76.623169,35,slope,6,,1177,Quaternary,gravel,sand,36.055511,180.801193,21E,202352.4507,62.030388,11.5,0.428571429,255
617,Private,JHU,23,39.32926,-76.623713,3,spur,5,,1177,Precambrian,granitic gneiss,amphibolite,27.202942,206.489029,21E,202352.4507,64.183197,29.034996,0.105263158,184
618,Institution,JHU,24,39.328579,-76.623482,17,valley,9,1205,,Quaternary,gravel,sand,78.816238,236.166779,13UC,81139.80888,50.103813,26.543335,0.65,182
619,Institution,JHU,25,39.328733,-76.624484,3,hollow,7,1180,,Precambrian,granitic gneiss,amphibolite,36.715118,213.40686,13UC,81139.80888,46.316341,18.43,0,114
620,Institution,JHU,26,39.328836,-76.624042,17,hollow,7,1180,,Precambrian,granitic gneiss,amphibolite,49.030602,196.36792,13UC,81139.80888,50.511459,29.570004,0.142857143,165
621,Institution,JHU,27,39.329082,-76.624596,17,slope,6,1180,,Precambrian,granitic gneiss,amphibolite,58.137768,243.301865,21E,202352.4507,47.562294,25.489998,0,190
622,Institution,JHU,28,39.329165,-76.62417,17,spur,5,1180,,Precambrian,granitic gneiss,amphibolite,62,222.295227,21E,202352.4507,57.254818,28.450001,0.375,0
623,Institution,JHU,29,39.329412,-76.624714,67,slope,6,1180,,Precambrian,granitic gneiss,amphibolite,16.124516,229.827316,21E,202352.4507,47.964657,19.669235,0.111111111,0
624,Institution,JHU,3,39.32688,-76.624764,3,depression,10,1219,,Late Precambrian (?),mica schist,gneiss,21.260292,269.659271,21E,202352.4507,42.416073,11.657501,0.28,0
625,Institution,JHU,30,39.329501,-76.62428,67,slope,6,1180,,Precambrian,granitic gneiss,amphibolite,45.694637,252.74855,21E,202352.4507,58.326599,30.554996,0.260869565,0
626,Institution,JHU,32,39.329841,-76.624403,17,slope,6,1180,,Precambrian,granitic gneiss,amphibolite,86.023254,217.928452,21E,202352.4507,53.325272,11.295002,0.074074074,0
627,Institution,JHU,33,39.329934,-76.623976,67,spur,5,1180,,Precambrian,granitic gneiss,amphibolite,22,242.538467,21E,202352.4507,60.212864,19.519112,0.076923077,0
628,Private,JHU,35,39.330026,-76.623532,35,spur,5,,1177,Precambrian,granitic gneiss,amphibolite,28.284271,258.965912,21E,202352.4507,66.487411,16.392235,0.192307692,0
629,Private,JHU,36,39.330444,-76.623212,33,spur,5,,,Quaternary,gravel,sand,21.260292,327.859009,21E,202352.4507,65.633537,21.947502,0.095238095,0
630,Private,JHU,38,39.330539,-76.622768,35,spur,5,,1171,Quaternary,gravel,sand,20,357.476013,21E,202352.4507,64.902916,10.049171,0.684210526,0
631,Institution,JHU,39,39.32967,-76.625265,35,depression,10,1128,,Precambrian,granitic gneiss,amphibolite,24.083189,197.825638,39B,15190.21823,40.994663,6.188927,0.666666667,0
632,Institution,JHU,4,39.326959,-76.62433,0,hollow,7,,,Late Precambrian (?),mica schist,gneiss,0,239.200867,13UC,81139.80888,46.659824,15.91671,1.181818182,0
633,Institution,JHU,40,39.329997,-76.625381,35,depression,10,1128,,Precambrian,granitic gneiss,amphibolite,13.416408,251.369324,39B,15190.21823,41.694553,12.246407,0.2,0
634,Institution,JHU,41,39.331014,-76.625742,35,depression,10,1128,,Precambrian,granitic gneiss,amphibolite,28.635643,274.653656,21E,202352.4507,44.928516,11.770367,0.9,0
635,Private,JHU,42,39.331368,-76.623992,3,ridge,3,,1160,Precambrian,granitic gneiss,amphibolite,40.249222,280.466858,21E,202352.4507,66.660446,21.544235,0,0
636,Private,JHU,43,39.331123,-76.623447,35,spur,5,,1161,Precambrian,granitic gneiss,amphibolite,14,159.705383,21E,202352.4507,60.381657,4.137505,0.32,0
637,Private,JHU,44,39.331212,-76.623009,35,hollow,7,,1161,Precambrian,granitic gneiss,amphibolite,42.801868,152.560791,21E,202352.4507,61.799076,33.764999,0.318181818,0
638,Institution,JHU,45,39.331527,-76.624985,35,valley,9,1128,,Precambrian,granitic gneiss,amphibolite,2,288.482849,21E,202352.4507,46.685966,16.240002,0.105263158,0
639,Institution,JHU,46,39.331619,-76.624547,17,slope,6,1128,,Precambrian,granitic gneiss,amphibolite,53.851646,301.072052,6B,29852.03556,52.078506,17.440002,0.454545455,0
640,City,JHU,47,39.332036,-76.624227,3,slope,6,1128,,Precambrian,granitic gneiss,amphibolite,46.518814,293.555145,21E,202352.4507,48.016552,21.870003,0.375,0
641,Institution,JHU,48,39.332127,-76.623794,3,slope,6,1128,,Quaternary,gravel,sand,20.880613,292.190247,21E,202352.4507,61.943481,9.208054,0.736842105,0
642,Institution,JHU,5,39.32722,-76.624884,17,depression,10,1219,,Late Precambrian (?),mica schist,gneiss,54.625999,124.831528,21E,202352.4507,41.327045,30.209126,0.5,0
643,Institution,JHU,50,39.332472,-76.623914,35,hollow,7,1128,,Precambrian,granitic gneiss,amphibolite,18,284.351746,21E,202352.4507,48.407993,2.137501,0.416666667,0
644,Institution,JHU,51,39.333326,-76.623274,17,hollow,7,1093,,Quaternary,gravel,sand,81.633324,256.719788,13UB,252486.3185,52.853901,16.995998,0,0
645,Institution,JHU,52,39.333417,-76.622838,17,hollow,7,1093,,Quaternary,gravel,sand,74.96666,263.855408,13UB,252486.3185,61.168682,24.989998,0.222222222,0
646,Institution,JHU,53,39.333756,-76.622955,17,hollow,7,1093,,Quaternary,gravel,sand,93.05912,273.265747,13UB,252486.3185,56.393669,31.787998,0.260869565,0
647,Institution,JHU,54,39.334095,-76.623065,17,hollow,7,1093,,Precambrian,granitic gneiss,amphibolite,50.119858,232.556992,13UB,252486.3185,54.675255,25.186665,0.65,0
648,Institution,JHU,55,39.334184,-76.62263,33,hollow,7,,,Quaternary,gravel,sand,8,268.429626,13UB,252486.3185,64.617699,5.654999,0.916666667,0
649,Institution,JHU,56,39.334524,-76.622752,17,hollow,7,1093,,Precambrian,granitic gneiss,amphibolite,62.609905,185.182816,13UB,252486.3185,66.806259,25.956665,0.434782609,0
650,Institution,JHU,57,39.334433,-76.623191,3,hollow,7,1093,,Precambrian,granitic gneiss,amphibolite,24.083189,199.75621,13UB,252486.3185,60.088169,29.064999,0.176470588,0
651,City,JHU,58,39.334347,-76.623616,17,valley,9,1093,,Precambrian,granitic gneiss,amphibolite,79.246452,191.258011,21E,202352.4507,53.473156,18.698418,0,0
652,Institution,JHU,59,39.334674,-76.623744,17,hollow,7,1093,,Precambrian,granitic gneiss,amphibolite,71.554176,207.438782,21E,202352.4507,56.898716,30.533333,0.035714286,0
653,Institution,JHU,6,39.327305,-76.624446,3,hollow,7,1219,,Late Precambrian (?),mica schist,gneiss,46.690472,270.083984,21E,202352.4507,45.030159,28.264999,0.516129032,0
654,Institution,JHU,60,39.33501,-76.623854,35,hollow,7,1093,,Precambrian,granitic gneiss,amphibolite,27.856777,244.107086,21E,202352.4507,60.087879,18.527496,0.074074074,0
655,City,JHU,61,39.335352,-76.623969,35,hollow,7,1072,,Precambrian,granitic gneiss,amphibolite,24.331051,252.156662,21E,202352.4507,59.124634,8.832737,0,0
656,Institution,JHU,62,39.335787,-76.623657,17,slope,6,1072,,Precambrian,granitic gneiss,amphibolite,53.66563,271.207367,21E,202352.4507,66.449272,25.589996,0.575757576,0
657,Institution,JHU,63,39.336106,-76.623778,3,valley,9,1072,,Precambrian,granitic gneiss,amphibolite,40.496914,269.269684,21E,202352.4507,62.627983,18.403751,0.416666667,0
658,Institution,JHU,64,39.330324,-76.62554,17,depression,10,1128,,Precambrian,granitic gneiss,amphibolite,50.477718,195.123108,39B,15190.21823,41.432812,11.654667,0.368421053,0
659,City,JHU,7,39.327562,-76.624998,35,depression,10,1219,,Late Precambrian (?),mica schist,gneiss,27.856777,73.9142,21E,202352.4507,41.201118,6.110001,1.083333333,0
660,Institution,JHU,8,39.327643,-76.624563,17,depression,10,1219,,Late Precambrian (?),mica schist,gneiss,55.172459,288.260406,21E,202352.4507,42.239456,17.373318,0.823529412,0
661,Institution,JHU,9,39.327979,-76.624683,17,depression,10,1219,,Late Precambrian (?),mica schist,gneiss,57.68882,284.647186,21E,202352.4507,40.048943,23.789997,0.736842105,0
662,Private,LOYOLA,10,39.337154,-76.654632,1,valley,9,,,Paleozoic,granitic gneiss,quartz diorite,2,79.772545,17E,34750.14034,89.927307,4.970001,0.958333333,107
663,Private,LOYOLA,12,39.337467,-76.655065,3,slope,6,972,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,26.076809,76.217216,17E,34750.14034,97.000992,37.734993,0.875,130
664,Private,LOYOLA,14,39.33749,-76.654232,17,slope,6,972,,Paleozoic,granitic gneiss,quartz diorite,81.043198,272.906342,17C,73653.91837,92.274078,32.830002,0.448275862,108
665,Private,LOYOLA,16,39.337815,-76.654249,17,valley,9,972,,Paleozoic,granitic gneiss,quartz diorite,138.592926,284.13147,17E,34750.14034,87.996979,32.347969,0.28,101
666,Private,LOYOLA,18,39.338114,-76.655098,3,slope,6,972,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,6.324555,51.028923,21E,44723.00262,95.061142,23.827888,0.652173913,117
667,Private,LOYOLA,2,39.336471,-76.655863,100,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,61.626614,17E,34750.14034,98.896317,10.94503,1.814814815,119
668,Private,LOYOLA,20,39.338129,-76.654249,17,valley,9,972,,Paleozoic,granitic gneiss,quartz diorite,186.986633,348.434052,21E,44723.00262,85.926369,38.101425,1.034482759,200
669,Private,LOYOLA,22,39.33846,-76.654278,17,valley,9,972,,Paleozoic,granitic gneiss,quartz diorite,127.20063,81.57045,21E,44723.00262,86.037003,31.699554,0.285714286,98
670,Private,LOYOLA,24,39.338498,-76.653429,17,hollow,7,972,,Paleozoic,granitic gneiss,quartz diorite,98.488579,313.746735,17C,73653.91837,88.306503,17.343338,0,265
671,Private,LOYOLA,26,39.334898,-76.653686,17,valley,9,1076,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,84.852814,15.069388,17C,73653.91837,91.689781,28.555,0.416666667,170
672,Private,LOYOLA,30,39.335227,-76.65371,17,valley,9,1076,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,70.710678,117.269402,17C,73653.91837,92.472542,15.93,2.222222222,168
673,Private,LOYOLA,34,39.335565,-76.653292,3,hollow,7,1076,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,12.806249,156.69574,17C,73653.91837,94.254807,6.829994,1.45,283
674,Private,LOYOLA,36,39.335576,-76.652868,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,139.762909,17C,73653.91837,91.052116,19.948654,1.6,305
675,Private,LOYOLA,4,39.33681,-76.655448,17,slope,6,972,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,66.483078,121.760704,17E,34750.14034,99.274048,30.899994,1.058823529,400
676,Private,LOYOLA,40,39.336613,-76.650421,1,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,16.124516,122.431038,39C,151476.8987,80.8321,15.995712,1.666666667,185
677,Private,LOYOLA,42,39.336943,-76.650416,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,127.828232,39C,151476.8987,92.283234,7.002831,1.5,0
678,Private,LOYOLA,52,39.339778,-76.653493,3,hollow,7,972,,Paleozoic,granitic gneiss,quartz diorite,16.492422,98.095474,21E,44723.00262,77.499695,34.110001,0.5,0
679,Private,LOYOLA,54,39.339809,-76.652659,35,valley,9,972,,Paleozoic,granitic gneiss,quartz diorite,10.770329,299.121674,39C,44373.35737,70.147728,3.451576,1.259259259,0
680,Private,LOYOLA,56,39.33982,-76.652238,3,slope,6,972,,Paleozoic,granitic gneiss,quartz diorite,8.485281,288.602997,39C,44373.35737,75.772469,12.093422,1.235294118,0
681,Private,LOYOLA,58,39.340163,-76.651414,3,ridge,3,954,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,39.395432,308.25473,26C,17845.55824,91.756088,13.870003,1,0
682,Private,LOYOLA,6,39.336515,-76.6546,67,hollow,7,972,,Paleozoic,granitic gneiss,quartz diorite,16.124516,312.830719,17C,73653.91837,98.68956,8.034996,1.777777778,0
683,Private,LOYOLA,60,39.340809,-76.651438,17,spur,5,954,,Paleozoic,granitic gneiss,quartz diorite,127.577431,313.774994,39C,44373.35737,74.353996,11.177162,0.882352941,0
684,Private,LOYOLA,62,39.341134,-76.651457,3,slope,6,954,,Paleozoic,granitic gneiss,quartz diorite,21.540659,320.555878,39C,44373.35737,63.416084,4.413727,1.7,0
685,Private,LOYOLA,64,39.341134,-76.652293,3,valley,9,954,,Paleozoic,granitic gneiss,quartz diorite,22.36068,39.320618,39C,44373.35737,62.812138,4.630478,1.285714286,0
686,Private,LOYOLA,8,39.336818,-76.654602,67,valley,9,972,,Paleozoic,granitic gneiss,quartz diorite,18.439089,315.250641,17E,34750.14034,92.764694,32.419998,1.25,0
687,Private,MDSB,10,39.365687,-76.535865,3,valley,9,175,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,38.832977,229.626724,18UB,110188.2605,85.101929,23.970001,1.260869565,134
688,Private,MDSB,11,39.365909,-76.536254,105,valley,9,175,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,27.202942,142.884079,18UB,110188.2605,86.061935,28.052971,0.25,95
689,Private,MDSB,12,39.366209,-76.53597,17,hollow,7,175,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,54,158.758392,2UB,51338.77646,87.314095,15.843033,0.238095238,67
690,Private,MDSB,13,39.366425,-76.536368,17,slope,6,175,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,58.309521,155.508408,2UB,51338.77646,89.068283,28.116669,0,93
691,Private,MDSB,14,39.366646,-76.536755,17,slope,6,175,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,188.859741,158.689362,2UB,51338.77646,90.336716,23.017502,0,50
692,Private,MDSB,15,39.36687,-76.537148,17,hollow,7,175,,Cretaceous,gravel,sand,162.049377,195.269287,35B,15039.18954,91.190025,27.395004,0.125,100
693,Private,MDSB,16,39.366955,-76.536477,17,slope,6,175,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,88,127.338493,2UB,51338.77646,91.151817,6.761078,1.333333333,90
694,Private,MDSB,17,39.366731,-76.536083,3,slope,6,175,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,4,123.339592,2UB,51338.77646,89.953293,16.432411,0.176470588,65
695,Private,MDSB,18,39.367256,-76.536187,67,slope,6,175,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,27.202942,115.918213,35B,15039.18954,91.558311,20.044365,0.461538462,112
696,Private,MDSB,19,39.367033,-76.535795,17,hollow,7,175,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,52,126.126427,2UB,51338.77646,90.08651,16.531845,0.846153846,116
697,Private,MDSB,2,39.366261,-76.537717,17,hollow,7,175,,Cretaceous,gravel,sand,74.96666,36.419849,2UB,51338.77646,90.904274,25.115005,0.772727273,88
698,Private,MDSB,20,39.366815,-76.535404,65,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,22,152.291656,18UB,110188.2605,89.300301,18.553993,0.916666667,93
699,Private,MDSB,21,39.366591,-76.535018,17,slope,6,217,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,52.153618,183.1073,18UB,110188.2605,88.683365,10.601997,0.033333333,129
700,Private,MDSB,22,39.366509,-76.535689,0,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,150.528503,2UB,51338.77646,88.720329,20.605003,0.366666667,143
701,Private,MDSB,23,39.366292,-76.535299,17,slope,6,217,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,63.812225,175.403732,18UB,110188.2605,87.523895,19.242126,0.086956522,10
702,Private,MDSB,24,39.366372,-76.53463,33,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,24.083189,197.131836,18UB,110188.2605,88.306992,3.940002,1.047619048,127
703,Private,MDSB,25,39.366061,-76.534913,35,slope,6,217,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,24.413111,186.01059,18UB,110188.2605,86.868286,25.522499,0.25,155
704,Private,MDSB,26,39.365851,-76.534513,17,slope,6,217,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,80.448738,198.267319,18UB,110188.2605,86.523216,4.787148,0,134
705,Private,MDSB,27,39.365629,-76.534125,3,slope,6,217,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,25.612497,207.677979,12B,41516.86129,86.785133,25.754997,0.34375,106
706,Private,MDSB,28,39.365991,-76.535584,67,hollow,7,217,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,32.249031,182.665451,18UB,110188.2605,86.256119,22.136665,0.04,83
707,Private,MDSB,29,39.365772,-76.535193,17,valley,9,217,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,57.201397,159.250183,18UB,110188.2605,85.303596,27.873917,0.04,63
708,Private,MDSB,3,39.366566,-76.537432,17,hollow,7,175,,Cretaceous,gravel,sand,143.024475,126.162857,2UB,51338.77646,90.074364,36.837502,0.4375,56
709,Private,MDSB,30,39.365548,-76.534805,35,valley,9,217,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,40,207.167709,18UB,110188.2605,85.238174,25.622505,0,95
710,Private,MDSB,31,39.365469,-76.535482,3,valley,9,217,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,17.088007,148.528397,18UB,110188.2605,85.037918,14.420319,0.72,114
711,Private,MDSB,32,39.365249,-76.535093,17,valley,9,217,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,52.153618,187.057358,18UB,110188.2605,84.43335,27.929993,0.36,0
712,Private,MDSB,33,39.361315,-76.532219,3,hollow,7,419,,Cretaceous,gravel,sand,26.832815,119.185242,15B,15143.32255,78.06076,21.18,1.32,0
713,Private,MDSB,34,39.36102,-76.532497,67,slope,6,419,,Cretaceous,gravel,sand,31.622776,78.577751,2UC,30792.36874,78.119682,22.260002,0.827586207,0
714,Private,MDSB,35,39.360803,-76.532102,3,hollow,7,419,,Cretaceous,gravel,sand,40,71.812759,2UC,30792.36874,76.587738,14.305229,1.225806452,0
715,Private,MDSB,36,39.361102,-76.531824,17,valley,9,419,,Cretaceous,gravel,sand,67.911705,100.585648,15B,15143.32255,75.03997,12.46167,0.227272727,0
716,Private,MDSB,37,39.360576,-76.531706,35,hollow,7,419,,Cretaceous,gravel,sand,10,49.523319,2UC,30792.36874,75.292343,11.838203,1.083333333,0
717,Private,MDSB,38,39.360887,-76.531417,35,valley,9,419,,Cretaceous,gravel,sand,27.202942,47.212593,2UC,30792.36874,73.029068,28.841942,0.533333333,0
718,Private,MDSB,39,39.36119,-76.531138,35,hollow,7,419,,Cretaceous,gravel,sand,17.088007,190.203461,2UC,30792.36874,73.375977,17.473335,0.875,0
719,Private,MDSB,4,39.366041,-76.537326,17,hollow,7,175,,Cretaceous,gravel,sand,105.546196,63.34108,2UB,51338.77646,89.777809,34.690002,1.045454545,0
720,Private,MDSB,40,39.36097,-76.530759,17,valley,9,419,,Cretaceous,gravel,sand,70.936592,177.658401,2UC,30792.36874,72.356018,22.594269,0.210526316,0
721,Private,MDSB,41,39.360665,-76.531036,35,valley,9,419,,Cretaceous,gravel,sand,46,53.376186,2UC,30792.36874,72.299484,31.449997,0.653846154,0
722,Private,MDSB,42,39.360442,-76.530641,3,valley,9,419,,Cretaceous,gravel,sand,40.496914,82.188423,2UC,30792.36874,70.19944,22.619774,0.636363636,0
723,Private,MDSB,43,39.360745,-76.530361,105,hollow,7,419,,Cretaceous,gravel,sand,24.738634,202.747559,2UC,30792.36874,72.416466,13.212547,0.722222222,0
724,Private,MDSB,44,39.361488,-76.530861,105,hollow,7,419,,Cretaceous,gravel,sand,42.520584,176.668106,2UC,30792.36874,75.598625,10.276665,0.75,0
725,Private,MDSB,45,39.361268,-76.530469,17,hollow,7,419,,Cretaceous,gravel,sand,54.625999,188.906326,2UC,30792.36874,74.773071,18.450005,0.125,0
726,Private,MDSB,46,39.361044,-76.530078,17,slope,6,419,,Cretaceous,gravel,sand,57.201397,205.615295,2UC,30792.36874,74.669228,18.936775,0,0
727,Private,MDSB,47,39.36157,-76.530188,17,hollow,7,419,,Cretaceous,gravel,sand,67.082039,207.478409,2UC,30792.36874,77.275734,19.620003,0.257142857,0
728,Private,MDSB,48,39.361352,-76.529787,17,slope,6,419,,Cretaceous,gravel,sand,51.107731,210.967575, ,0,77.175926,18.279999,0.235294118,0
729,Private,MDSB,49,39.361649,-76.529518,0,slope,6,,,Cretaceous,gravel,sand,0,200.718201, ,0,80.480507,10.230675,0,0
730,Private,MDSB,5,39.366347,-76.537042,17,hollow,7,175,,Cretaceous,gravel,sand,237.19191,125.853035,18UB,110188.2605,89.215118,30.038002,0.357142857,0
731,Private,MDSB,6,39.365824,-76.536933,17,hollow,7,175,,Cretaceous,gravel,sand,96.166519,79.154465,2UB,51338.77646,88.401833,11.531639,0.78125,0
732,Private,MDSB,7,39.366127,-76.536653,17,hollow,7,175,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,147.851273,144.426178,18UB,110188.2605,87.671394,18.647995,0.129032258,0
733,Private,MDSB,8,39.365606,-76.53654,3,valley,9,175,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,37.94733,66.648109,18UB,110188.2605,85.762482,27.334442,0.428571429,0
734,Private,MDSB,9,39.365387,-76.536164,3,valley,9,175,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,39.59798,47.84446,18UB,110188.2605,84.777878,26.230003,1.227272727,0
735,Institution,ND,1,39.349994,-76.622731,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,249.183914,35B,37383.56535,97.161545,21.629997,0,108
736,Institution,ND,12,39.351386,-76.622549,33,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,20.099751,239.427643,35B,37383.56535,107.519447,19.75,0.25,340
737,Institution,ND,13,39.351662,-76.623043,1,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,18.439089,248.185608,35B,37383.56535,103.507286,1.18203,0.75,190
738,Institution,ND,14,39.351723,-76.622616,17,slope,6,,725,Late Precambrian (?) - Early Paleozoic,gabbro,norite,53.851646,255.041382,35B,37383.56535,107.233414,20.564026,0.333333333,235
739,Institution,ND,18,39.349382,-76.622179,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,266.404938,17B,27127.24636,96.366432,20.677818,0.8125,150
740,Institution,ND,19,39.349711,-76.622246,33,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,17.088007,190.469269,17B,27127.24636,96.055458,22.371368,0.111111111,275
741,Institution,ND,22,39.349475,-76.621318,33,ridge,3,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,2.828427,279.398682,17B,27127.24636,103.998604,13.047501,0.714285714,350
742,Institution,ND,23,39.349523,-76.620886,17,ridge,3,,762,Late Precambrian (?) - Early Paleozoic,gabbro,norite,48.041649,196.617554,17B,27127.24636,107.192314,2.627502,0,335
743,Institution,ND,24,39.349809,-76.62138,35,spur,5,,762,Late Precambrian (?) - Early Paleozoic,gabbro,norite,28.635643,268.020416,17B,27127.24636,102.45414,24.61071,0.333333333,185
744,Institution,ND,25,39.350088,-76.621873,33,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,6,164.746323,13B,40642.69217,99.083961,5.462738,0.4,114
745,Institution,ND,28,39.350521,-76.621074,0,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,251.30246,13B,40642.69217,105.563072,13.730286,0.7,285
746,Institution,ND,30,39.352854,-76.618424,35,slope,6,,693,Late Precambrian (?),mica schist,gneiss,15.231546,196.347473,13UB,54459.42607,104.030762,23.485008,0.357142857,360
747,Institution,ND,32,39.353187,-76.618496,35,spur,5,,679,Late Precambrian (?),mica schist,gneiss,26,165.549057,13UB,54459.42607,107.694664,17.869995,0.0625,370
748,Institution,ND,34,39.353092,-76.619353,35,slope,6,,683,Cretaceous,gravel,sand,2.828427,192.762009,13C,11038.20531,103.690575,12.552002,0,320
749,Institution,ND,37,39.35342,-76.619417,0,spur,5,,,Cretaceous,gravel,sand,0,191.60994,13C,11038.20531,110.65345,20.09671,0.2,275
750,Institution,ND,38,39.353377,-76.619853,9,hollow,7,,,Cretaceous,gravel,sand,12.649111,183.595123,13UB,54459.42607,108.748032,19.939995,0.25,300
751,Institution,ND,4,39.350384,-76.622365,33,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,2.828427,194.168411,35B,37383.56535,103.95137,16.880653,0,115
