ID,Point Code,Stem,Species Code,Schumaker,Schumaker (A)
4436,MDSB 4,7,ACRU,3,0
4437,MDSB 4,8,ACRU,3,0
4438,MDSB 40,1,PRSE2,0,0
4439,MDSB 40,2,ACRU,0,0
4440,MDSB 40,3,ACRU,0,0
4441,MDSB 40,4,ACRU,2,0
4442,MDSB 40,5,LITU,0,0
4443,MDSB 40,6,LITU,0,0
4444,MDSB 40,7,QUAL,0,0
4445,MDSB 40,8,QUAL,2,0
4446,MDSB 40,9,Dead,0,0
4447,MDSB 40,10,QUFA,0,0
4448,MDSB 40,11,QUFA,0,0
4449,MDSB 40,12,QUVE,0,0
4450,MDSB 41,1,NYSY,0,0
4451,MDSB 41,2,NYSY,0,0
4452,MDSB 41,3,NYSY,2,0
4453,MDSB 41,4,NYSY,3,0
4454,MDSB 41,5,NYSY,3,0
4455,MDSB 41,6,PRSE2,1,0
4456,MDSB 41,7,PRSE2,2,0
4457,MDSB 41,8,QUFA,0,0
4458,MDSB 41,9,LITU,0,0
4459,MDSB 41,10,LITU,1,0
4460,MDSB 41,11,LITU,1,0
4461,MDSB 41,12,LITU,2,0
4462,MDSB 41,13,QUAL,2,0
4463,MDSB 41,14,FAGR,0,0
4464,MDSB 41,15,ACRU,0,0
4465,MDSB 42,1,PRAV,2,0
4466,MDSB 42,2,PRSE2,0,0
4467,MDSB 42,3,PRSE2,4,0
4468,MDSB 42,4,QUAL,2,0
4469,MDSB 42,5,LITU,0,0
4470,MDSB 42,6,LITU,2,0
4471,MDSB 42,7,NYSY,4,0
4472,MDSB 43,1,ACRU,0,0
4473,MDSB 43,2,QUFA,0,0
4474,MDSB 43,3,QUFA,2,0
4475,MDSB 43,4,QUAL,0,0
4476,MDSB 43,5,QUAL,0,0
4477,MDSB 43,6,QUAL,2,0
4478,MDSB 43,7,QUAL,3,0
4479,MDSB 43,8,QUMO4,0,0
4480,MDSB 43,9,QUMO4,0,0
4481,MDSB 43,10,QUMO4,3,0
4482,MDSB 43,11,CAGL8,3,0
4483,MDSB 44,1,PRAV,2,0
4484,MDSB 44,2,DIVI5,2,0
4485,MDSB 44,3,DIVI5,3,0
4486,MDSB 44,4,ACRU,0,0
4487,MDSB 44,5,ACRU,0,0
4488,MDSB 44,6,ACRU,2,0
4489,MDSB 44,7,ACRU,2,0
4490,MDSB 44,8,ACRU,2,0
4491,MDSB 44,9,PRSE2,0,0
4492,MDSB 44,10,PRSE2,2,0
4493,MDSB 44,11,PRSE2,2,0
4494,MDSB 44,12,ACSA2,2,0
4495,MDSB 44,13,LITU,0,0
4496,MDSB 44,14,LITU,0,0
4497,MDSB 44,15,LITU,0,0
4498,MDSB 44,16,LITU,2,0
4499,MDSB 44,17,CACA18,0,0
4500,MDSB 45,1,FAGR,0,0
4501,MDSB 45,2,QUCO2,0,0
4502,MDSB 45,3,ACRU,0,0
4503,MDSB 45,4,ACRU,0,0
4504,MDSB 45,5,ACRU,0,0
4505,MDSB 45,6,LITU,1,0
4506,MDSB 45,7,LITU,2,0
4507,MDSB 46,1,PRSE2,0,0
4508,MDSB 46,2,PRSE2,0,0
4509,MDSB 46,3,PRSE2,0,0
4510,MDSB 46,4,LITU,0,0
4511,MDSB 46,5,LITU,0,0
4512,MDSB 46,6,LITU,0,0
4513,MDSB 46,7,QUAL,0,0
4514,MDSB 46,8,QUAL,0,0
4515,MDSB 46,9,QUAL,0,0
4516,MDSB 46,10,QUAL,0,0
4517,MDSB 46,11,QUAL,0,0
4518,MDSB 46,12,NYSY,0,0
4519,MDSB 46,13,NYSY,0,0
4520,MDSB 46,14,NYSY,0,0
4521,MDSB 46,15,ACRU,0,0
4522,MDSB 46,16,QUMO4,0,0
4523,MDSB 46,17,QUMO4,0,0
4524,MDSB 46,18,Dead,0,0
4525,MDSB 47,1,ACRU,0,0
4526,MDSB 47,2,ACRU,0,0
4527,MDSB 47,3,ACRU,0,0
4528,MDSB 47,4,ACRU,0,0
4529,MDSB 47,5,ACRU,0,0
4530,MDSB 47,6,ACRU,0,0
4531,MDSB 47,7,ACRU,0,0
4532,MDSB 47,8,ACRU,0,0
4533,MDSB 47,9,ACRU,2,0
4534,MDSB 47,10,ACRU,3,0
4535,MDSB 47,11,LITU,0,0
4536,MDSB 47,12,LITU,0,0
4537,MDSB 47,13,LITU,2,0
4538,MDSB 47,14,LITU,2,0
4539,MDSB 47,15,PRSE2,0,0
4540,MDSB 47,16,LIST2,0,0
4541,MDSB 47,17,LIST2,0,0
4542,MDSB 47,18,PRAV,0,0
4543,MDSB 48,1,QUFA,0,0
4544,MDSB 48,2,QUFA,0,0
4545,MDSB 48,3,ACRU,0,0
4546,MDSB 48,4,ACRU,3,0
4547,MDSB 48,5,FAGR,0,0
4548,MDSB 48,6,FAGR,1,0
4549,MDSB 48,7,FAGR,2,0
4550,MDSB 48,8,QUAL,2,0
4551,MDSB 48,9,PIVI2,0,0
4552,MDSB 48,10,PIVI2,0,0
4553,MDSB 48,11,QUPA2,0,0
4554,MDSB 48,12,LITU,0,0
4555,MDSB 48,13,LITU,0,0
4556,MDSB 48,14,QUMO4,0,0
4557,MDSB 48,15,QUMO4,0,0
4558,MDSB 48,16,QUMO4,0,0
4559,MDSB 49,1,NYSY,0,0
4560,MDSB 49,2,NYSY,0,0
4561,MDSB 49,3,NYSY,0,0
4562,MDSB 49,4,NYSY,0,0
4563,MDSB 49,5,ACSA2,0,0
4564,MDSB 49,6,QUAL,0,0
4565,MDSB 49,7,QUAL,0,0
4566,MDSB 49,8,QUAL,0,0
4567,MDSB 49,9,QUAL,0,0
4568,MDSB 49,10,QUAL,0,0
4569,MDSB 49,11,QUMO4,0,0
4570,MDSB 49,12,QUMO4,0,0
4571,MDSB 49,13,QUMO4,0,0
4572,MDSB 5,1,LITU,0,0
4573,MDSB 5,2,LITU,0,0
4574,MDSB 5,3,LITU,0,0
4575,MDSB 5,4,LITU,0,0
4576,MDSB 5,5,LITU,0,0
4577,MDSB 5,6,LITU,0,0
4578,MDSB 5,7,LITU,0,0
4579,MDSB 5,8,LITU,0,0
4580,MDSB 5,9,LITU,0,0
4581,MDSB 5,10,LITU,2,0
4582,MDSB 5,11,LITU,2,0
4583,MDSB 5,12,LITU,2,0
4584,MDSB 5,13,PRAV,4,0
4585,MDSB 5,14,PRSE2,0,0
4586,MDSB 5,15,ACRU,0,0
4587,MDSB 6,1,LITU,1,0
4588,MDSB 6,2,LITU,1,0
4589,MDSB 6,3,LITU,1,0
4590,MDSB 6,4,LITU,1,0
4591,MDSB 6,5,LITU,1,0
4592,MDSB 6,6,LITU,1,0
4593,MDSB 6,7,LITU,2,0
4594,MDSB 6,8,LITU,2,0
4595,MDSB 6,9,LITU,2,0
4596,MDSB 6,10,LITU,2,0
4597,MDSB 6,11,LITU,2,0
4598,MDSB 6,12,LITU,3,0
4599,MDSB 6,13,CAGL8,0,0
4600,MDSB 6,14,ACRU,0,0
4601,MDSB 6,15,ACRU,3,0
4602,MDSB 6,16,ACRU,3,0
4603,MDSB 6,17,ILOP,0,0
4604,MDSB 7,1,LIST2,0,0
4605,MDSB 7,2,LIST2,0,0
4606,MDSB 7,3,LIST2,0,0
4607,MDSB 7,4,LIST2,0,0
4608,MDSB 7,5,LIST2,0,0
4609,MDSB 7,6,LIST2,0,0
4610,MDSB 7,7,LIST2,0,0
4611,MDSB 7,8,LITU,0,0
4612,MDSB 7,9,LITU,0,0
4613,MDSB 7,10,LITU,0,0
4614,MDSB 7,11,LITU,2,0
4615,MDSB 7,12,LITU,2,0
4616,MDSB 7,13,PRSE2,0,0
4617,MDSB 7,14,QUFA,0,0
4618,MDSB 8,1,LITU,0,0
4619,MDSB 8,2,LITU,0,0
4620,MDSB 8,3,LITU,0,0
4621,MDSB 8,4,LITU,0,0
4622,MDSB 8,5,LITU,0,0
4623,MDSB 8,6,LITU,1,0
4624,MDSB 8,7,LITU,2,0
4625,MDSB 8,8,LITU,2,0
4626,MDSB 8,9,LITU,2,0
4627,MDSB 8,10,ACRU,0,0
4628,MDSB 8,11,ACRU,1,0
4629,MDSB 8,12,ACRU,4,0
4630,MDSB 8,13,NYSY,0,0
4631,MDSB 8,14,NYSY,0,0
4632,MDSB 9,1,LITU,2,0
4633,MDSB 9,2,LITU,2,0
4634,MDSB 9,3,LITU,3,0
4635,MDSB 9,4,LITU,3,0
4636,MDSB 9,5,LITU,4,0
4637,MDSB 9,6,LITU,5,0
4638,MDSB 9,7,LIST2,4,0
4639,MDSB 9,8,LIST2,4,0
2302,ND 1,1,PIGL,0,0
2303,ND 1,2,CAGL8,0,0
2304,ND 1,3,QUAL,0,0
2305,ND 1,4,QUAL,0,0
2306,ND 1,5,QUAL,0,0
2307,ND 1,6,QUPA2,0,0
2308,ND 12,1,NYSY,1,0
2309,ND 12,2,QUAL,1,0
2310,ND 12,3,QURU,0,0
2311,ND 12,4,QURU,0,0
2312,ND 12,5,QURU,1,0
2313,ND 12,6,LITU,0,0
2314,ND 13,1,PIST,3,0
2315,ND 13,2,QUAL,3,0
2316,ND 14,1,PIST,0,0
2317,ND 14,2,QUAL,0,0
2318,ND 14,3,QUAL,0,0
2319,ND 14,4,QUAL,0,0
2320,ND 14,5,NYSY,0,0
2321,ND 14,6,NYSY,0,0
2322,ND 14,7,NYSY,2,0
2323,ND 14,8,ACSA2,0,0
2324,ND 14,9,QURU,0,0
2325,ND 14,10,QURU,2,0
2326,ND 18,1,LITU,2,0
2327,ND 18,2,LITU,3,0
2328,ND 18,3,LITU,3,0
2329,ND 18,4,LITU,3,0
2330,ND 18,5,CAGL8,0,0
2331,ND 18,6,PIST,2,0
2332,ND 19,1,CAGL8,0,0
2333,ND 19,2,CAGL8,1,0
2334,ND 19,3,LITU,0,0
2335,ND 22,1,ACSA2,2,0
2336,ND 22,2,QUPA2,0,0
2337,ND 22,3,QUAL,1,0
2338,ND 22,4,QUAL,2,0
2339,ND 23,1,TSCA,0,0
2340,ND 23,2,TSCA,0,0
2341,ND 23,3,CAGL8,0,0
2342,ND 23,4,PIST,0,0
2343,ND 23,5,PIST,0,0
2344,ND 23,6,PIST,0,0
2345,ND 23,7,PIST,0,0
2346,ND 24,1,QUAL,0,0
2347,ND 24,2,QUAL,2,0
2348,ND 24,3,QUAL,2,0
2349,ND 24,4,Dead,2,0
2350,ND 24,5,CAGL8,0,0
2351,ND 24,6,CAGL8,0,0
2352,ND 25,1,NYSY,1,0
2353,ND 25,2,NYSY,1,0
2354,ND 25,3,NYSY,2,0
2355,ND 25,4,QUAL,0,0
2356,ND 25,5,QUAL,0,0
2357,ND 28,1,NYSY,0,0
2358,ND 28,2,NYSY,0,0
2359,ND 28,3,NYSY,2,0
2360,ND 28,4,QUAL,2,0
2361,ND 28,5,QUAL,3,0
2362,ND 30,1,QUAL,0,0
2363,ND 30,2,QUAL,0,0
2364,ND 30,3,QUAL,0,0
2365,ND 30,4,QUAL,0,0
2366,ND 30,5,QUAL,0,0
2367,ND 30,6,QUAL,1,0
2368,ND 30,7,ACPL,2,0
2369,ND 30,8,MOAL,1,0
2370,ND 30,9,MOAL,1,0
2371,ND 32,1,QUAL,0,0
2372,ND 32,2,QUAL,0,0
2373,ND 32,3,QUAL,0,0
2374,ND 32,4,QUAL,0,0
2375,ND 32,5,QUAL,0,0
2376,ND 32,6,QUAL,1,0
2377,ND 32,7,NYSY,0,0
2378,ND 34,1,QUCO2,0,0
2379,ND 34,2,NYSY,0,0
2380,ND 34,3,QUAL,0,0
2381,ND 38,1,QURU,0,0
2382,ND 38,2,QURU,0,0
2383,ND 38,3,QURU,2,0
2384,ND 38,4,QUAL,0,0
2385,ND 38,5,QUAL,0,0
2386,ND 38,6,QUAL,0,0
2387,ND 38,7,QUAL,0,0
2388,ND 4,1,QURU,0,0
2389,ND 4,2,QURU,0,0
2390,ND 4,3,QURU,0,0
2391,ND 4,4,QURU,0,0
2392,ND 4,5,QURU,3,0
2393,ND 5,1,QUAL,0,0
2394,ND 5,2,QUAL,0,0
2395,ND 5,3,TSCA,0,0
2396,ND 7,1,QUAL,0,0
2397,ND 7,2,QUAL,0,0
2398,ND 7,3,QUAL,0,0
2399,ND 7,4,NYSY,0,0
2400,ND 9,1,NYSY,0,0
2401,ND 9,2,NYSY,0,0
2402,ND 9,3,NYSY,2,0
2403,ND 9,4,QUAL,0,0
2404,ND 9,5,QUAL,0,0
2405,ND 9,6,QUAL,3,0
2406,ND 9,7,QURU,0,0
2580,NMN 1,1,ULMUS,5,0
2581,NMN 1,2,ULMUS,5,0
2582,NMN 1,3,ULMUS,5,0
2583,NMN 1,4,ULMUS,5,0
2584,NMN 1,5,MORU2,4,0
2585,NMN 2,1,ROPS,4,0
2586,NMN 2,2,ROPS,3,0
2587,NMN 2,3,ROPS,2,0
2588,NMN 2,4,ROPS,2,0
2589,NMN 2,5,ROPS,2,0
2590,NMN 2,6,ROPS,2,0
2591,NMN 2,7,ROPS,4,0
2592,NMN 2,8,ULRU,4,0
2593,NMN 2,9,ACSA2,4,0
2594,NMN 2,10,ACSA2,4,0
2595,NMN 3,1,ACSA2,2,0
2596,NMN 3,2,ACSA2,3,0
2597,NMN 3,3,ROPS,3,0
2598,NMN 3,4,MORU2,2,0
2875,RPCS 1,1,FAGR,0,0
2876,RPCS 1,2,FAGR,2,0
2877,RPCS 1,3,LITU,0,0
2878,RPCS 1,4,LITU,3,0
2879,RPCS 1,5,LITU,3,0
2880,RPCS 1,6,QURU,0,0
2881,RPCS 1,7,QURU,0,0
2882,RPCS 1,8,QURU,2,0
2883,RPCS 1,9,QUPR2,0,0
2884,RPCS 1,10,QUPR2,0,0
2885,RPCS 1,11,QUPR2,1,0
2886,RPCS 10,1,QUPR2,0,0
2887,RPCS 10,2,QUPR2,0,0
2888,RPCS 10,3,QUPR2,0,0
2889,RPCS 10,4,QUPR2,0,0
2890,RPCS 10,5,QUPR2,0,0
2891,RPCS 10,6,QUPR2,0,0
2892,RPCS 10,7,QUPR2,2,0
2893,RPCS 10,8,QUPR2,2,0
2894,RPCS 10,9,LITU,0,0
2895,RPCS 10,10,LITU,4,0
2896,RPCS 10,11,LITU,4,0
2897,RPCS 10,12,LITU,4,0
2898,RPCS 10,13,LITU,4,0
2899,RPCS 10,14,FRPE,3,0
2900,RPCS 10,15,Dead,0,0
2901,RPCS 10,16,QURU,0,0
2902,RPCS 11,1,FRPE,0,0
2903,RPCS 11,2,FRPE,0,0
2904,RPCS 11,3,FRPE,2,0
2905,RPCS 11,4,LITU,0,0
2906,RPCS 11,5,LITU,0,0
2907,RPCS 11,6,LITU,1,0
2908,RPCS 11,7,LITU,1,0
2909,RPCS 11,8,LITU,3,0
2910,RPCS 11,9,MAAN3,0,0
2911,RPCS 11,10,MAAN3,0,0
2912,RPCS 11,11,MAAN3,3,0
2913,RPCS 11,12,ACPL,0,0
2914,RPCS 11,13,ACNE2,0,0
2915,RPCS 11,14,FAGR,1,0
2916,RPCS 12,1,LITU,0,0
2917,RPCS 12,2,LITU,0,0
2918,RPCS 12,3,LITU,0,0
2919,RPCS 12,4,ACSA2,1,0
2920,RPCS 12,5,ACPL,0,0
2921,RPCS 12,6,QUAL,0,0
2922,RPCS 12,7,FAGR,0,0
2923,RPCS 12,8,FAGR,0,0
2924,RPCS 13,1,QUPR2,0,0
2925,RPCS 13,2,QUPR2,0,0
2926,RPCS 13,3,QUPR2,0,0
2927,RPCS 13,4,QUPR2,0,0
2928,RPCS 13,5,QUPR2,0,0
2929,RPCS 13,6,QUPR2,1,0
2930,RPCS 13,7,LITU,0,0
2931,RPCS 13,8,LITU,0,0
2932,RPCS 13,9,LITU,0,0
2933,RPCS 13,10,LITU,0,0
2934,RPCS 13,11,LITU,1,0
2935,RPCS 13,12,FAGR,0,0
2936,RPCS 13,13,QURU,0,0
2937,RPCS 13,14,QUAL,0,0
2938,RPCS 14,1,QUAL,0,0
2939,RPCS 14,2,Dead,0,0
2940,RPCS 14,3,ULRU,5,0
2941,RPCS 14,4,QUPR2,0,0
2942,RPCS 14,5,QUPR2,0,0
2943,RPCS 14,6,QUPR2,0,0
2944,RPCS 14,7,ACNE2,5,0
2945,RPCS 15,1,CECA4,0,0
2946,RPCS 15,2,ACNE2,0,0
2947,RPCS 15,3,ACNE2,2,0
2948,RPCS 15,4,ACNE2,4,0
2949,RPCS 15,5,LITU,0,0
2950,RPCS 15,6,LITU,0,0
2951,RPCS 15,7,LITU,0,0
2952,RPCS 15,8,LITU,2,0
2953,RPCS 15,9,LITU,2,0
2954,RPCS 15,10,Dead,5,0
2955,RPCS 16,1,PLATA,0,0
2956,RPCS 16,2,FAGR,0,0
2957,RPCS 16,3,FAGR,0,0
2958,RPCS 16,4,LITU,0,0
2959,RPCS 16,5,LITU,0,0
2960,RPCS 16,6,LITU,0,0
2961,RPCS 16,7,LITU,2,0
2962,RPCS 16,8,LITU,2,0
2963,RPCS 16,9,NYSY,0,0
2964,RPCS 16,10,ULRU,0,0
2965,RPCS 16,11,ULRU,2,0
2966,RPCS 16,12,QUAL,0,0
2967,RPCS 16,13,QUAL,0,0
2968,RPCS 17,1,QUAL,0,0
2969,RPCS 17,2,Dead,0,0
2970,RPCS 17,3,LITU,0,0
2971,RPCS 17,4,LITU,0,0
2972,RPCS 17,5,FAGR,0,0
2973,RPCS 17,6,QUVE,1,0
2974,RPCS 18,1,FAGR,0,0
2975,RPCS 18,2,FAGR,0,0
2976,RPCS 18,3,FRPE,0,0
2977,RPCS 18,4,LITU,0,0
2978,RPCS 18,5,LITU,0,0
2979,RPCS 18,6,LITU,0,0
2980,RPCS 18,7,LITU,0,0
2981,RPCS 18,8,LITU,0,0
2982,RPCS 18,9,ULRU,4,0
2983,RPCS 18,10,QUAL,1,0
2984,RPCS 18,11,Dead,3,0
2985,RPCS 18,12,QUMI,0,0
2986,RPCS 19,1,NYSY,2,0
2987,RPCS 19,2,NYSY,4,0
2988,RPCS 19,3,QUAL,0,0
2989,RPCS 19,4,FRPE,2,0
2990,RPCS 19,5,FRPE,3,0
2991,RPCS 19,6,FRPE,3,0
2992,RPCS 19,7,FRPE,3,0
2993,RPCS 19,8,FRPE,3,0
2994,RPCS 19,9,CECA4,0,0
2995,RPCS 19,10,ACNE2,1,0
2996,RPCS 19,11,ILOP,2,0
2997,RPCS 19,12,FAGR,0,0
2998,RPCS 19,13,LITU,0,0
2999,RPCS 2,1,QUPR2,0,0
3000,RPCS 2,2,QUPR2,0,0
3001,RPCS 2,3,QUPR2,0,0
3002,RPCS 2,4,QUPR2,0,0
3003,RPCS 2,5,QUPR2,1,0
3004,RPCS 2,6,QUPR2,1,0
3005,RPCS 2,7,QURU,2,0
3006,RPCS 2,8,QURU,3,0
3007,RPCS 2,9,LITU,0,0
3008,RPCS 2,10,LITU,0,0
3009,RPCS 2,11,LITU,0,0
3010,RPCS 2,12,LITU,2,0
3011,RPCS 2,13,LITU,2,0
3012,RPCS 2,14,LITU,3,0
3013,RPCS 2,15,LITU,3,0
3014,RPCS 2,16,ILOP,1,0
3015,RPCS 2,17,FAGR,0,0
3016,RPCS 2,18,FAGR,0,0
3017,RPCS 2,19,FAGR,3,0
3018,RPCS 2,20,FAGR,3,0
3019,RPCS 20,1,PRSE3,1,0
3020,RPCS 20,2,ULRU,0,0
3021,RPCS 20,3,QUAL,1,0
3022,RPCS 20,4,QUAL,1,0
3023,RPCS 20,5,FAGR,2,0
3024,RPCS 20,6,FRPE,2,0
3025,RPCS 21,1,ULRU,1,0
3026,RPCS 21,2,PIST,2,0
3027,RPCS 21,3,LITU,1,0
3028,RPCS 22,1,PIST,1,0
3029,RPCS 22,2,PIST,2,0
3030,RPCS 22,3,MOAL,0,0
3031,RPCS 22,4,LITU,0,0
3032,RPCS 22,5,AIAL,0,0
3033,RPCS 22,6,ULRU,0,0
3034,RPCS 22,7,FRPE,0,0
3035,RPCS 22,8,PRSE2,0,0
3036,RPCS 23,1,ILOP,3,0
3037,RPCS 23,2,FRPE,0,0
3038,RPCS 23,3,FRPE,0,0
3039,RPCS 23,4,FRPE,0,0
3040,RPCS 23,5,FRPE,4,0
3041,RPCS 23,6,FRPE,4,0
3042,RPCS 23,7,ROPS,4,0
3043,RPCS 3,1,CARYA,2,0
3044,RPCS 3,2,LITU,0,0
3045,RPCS 3,3,LITU,0,0
3046,RPCS 3,4,LITU,2,0
3047,RPCS 3,5,QURU,0,0
3048,RPCS 3,6,QURU,2,0
3049,RPCS 3,7,FAGR,0,0
3050,RPCS 3,8,QUPR2,0,0
3051,RPCS 3,9,QUPR2,0,0
3052,RPCS 3,10,QUPR2,2,0
3053,RPCS 3,11,TIAM,0,0
3054,RPCS 3,12,TIAM,3,0
3055,RPCS 3,13,TIAM,3,0
3056,RPCS 3,14,QURU,3,0
3057,RPCS 4,1,AESCU,0,0
3058,RPCS 4,2,FRPE,0,0
3059,RPCS 4,3,Dead,3,0
3060,RPCS 4,4,QUPR2,0,0
3061,RPCS 4,5,LITU,0,0
3062,RPCS 4,6,LITU,0,0
3063,RPCS 4,7,LITU,0,0
3064,RPCS 4,8,LITU,0,0
3065,RPCS 4,9,LITU,2,0
3066,RPCS 4,10,LITU,2,0
3067,RPCS 4,11,PRSE2,3,0
3068,RPCS 5,1,AESCU,0,0
3069,RPCS 5,2,FRPE,0,0
3070,RPCS 5,3,FRPE,0,0
3071,RPCS 5,4,FRPE,0,0
3072,RPCS 5,5,FRPE,1,0
3073,RPCS 5,6,FRPE,3,0
3074,RPCS 5,7,LITU,0,0
3075,RPCS 5,8,LITU,0,0
3076,RPCS 5,9,LITU,2,0
3077,RPCS 5,10,ACPL,0,0
3078,RPCS 5,11,ACPL,0,0
3079,RPCS 6,1,QUPR2,0,0
3080,RPCS 6,2,QUPR2,0,0
3081,RPCS 6,3,QUPR2,0,0
3082,RPCS 6,4,QUPR2,2,0
3083,RPCS 6,5,QUPR2,4,0
3084,RPCS 6,6,ROPS,2,0
3085,RPCS 6,7,AESCU,0,0
3086,RPCS 6,8,LITU,0,0
3087,RPCS 6,9,FRPE,0,0
3088,RPCS 6,10,QUAL,0,0
3089,RPCS 6,11,QUAL,0,0
3090,RPCS 6,12,ACPL,0,0
3091,RPCS 6,13,ACPL,0,0
3092,RPCS 6,14,ACPL,0,0
3093,RPCS 7,1,LITU,0,0
3094,RPCS 7,2,LITU,0,0
3095,RPCS 7,3,LITU,0,0
3096,RPCS 7,4,LITU,0,0
3097,RPCS 7,5,LITU,2,0
3098,RPCS 7,6,LITU,2,0
3099,RPCS 7,7,LITU,2,0
3100,RPCS 7,8,LITU,2,0
3101,RPCS 7,9,LITU,3,0
3102,RPCS 7,10,FAGR,1,0
3103,RPCS 7,11,FRPE,2,0
3104,RPCS 7,12,Dead,2,0
3105,RPCS 8,1,PLATA,0,0
3106,RPCS 8,2,LITU,0,0
3107,RPCS 8,3,LITU,0,0
3108,RPCS 8,4,LITU,0,0
3109,RPCS 8,5,LITU,0,0
3110,RPCS 8,6,LITU,0,0
3111,RPCS 8,7,LITU,0,0
3112,RPCS 8,8,ACNE2,0,0
3113,RPCS 8,9,FAGR,0,0
3114,RPCS 8,10,FAGR,0,0
3115,RPCS 8,11,NYSY,0,0
3116,RPCS 8,12,QUAL,0,0
3117,RPCS 8,13,ACSA2,0,0
3118,RPCS 9,1,QUPR2,0,0
3119,RPCS 9,2,QUPR2,0,0
3120,RPCS 9,3,QUPR2,0,0
3121,RPCS 9,4,QUPR2,0,0
3122,RPCS 9,5,QUPR2,0,0
3123,RPCS 9,6,QUPR2,0,0
3124,RPCS 9,7,QUPR2,0,0
3125,RPCS 9,8,QUPR2,0,0
3126,RPCS 9,9,QUPR2,0,0
3127,RPCS 9,10,FAGR,0,0
3128,RPCS 9,11,FAGR,0,0
3129,RPCS 9,12,LITU,0,0
3659,SETON 1,,LITU,0,0
3759,SETON 1,,FRPE,0,0
3815,SETON 1,,FRPE,2,0
3816,SETON 1,,FRPE,2,0
3831,SETON 1,,ACRU,0,0
3832,SETON 1,,ACRU,0,0
3833,SETON 1,,ACRU,0,0
3870,SETON 1,,ACRU,2,0
3895,SETON 1,,Dead,0,0
3896,SETON 1,,Dead,0,0
3931,SETON 1,,Dead,3,0
3932,SETON 1,,Dead,3,0
3944,SETON 1,,FAGR,0,0
3945,SETON 1,,FAGR,0,0
3946,SETON 1,,FAGR,0,0
3983,SETON 1,,NYSY,0,0
3660,SETON 10,,QURU,0,0
3661,SETON 10,,QURU,0,0
3662,SETON 10,,QURU,0,0
3663,SETON 10,,QURU,0,0
3664,SETON 10,,QURU,0,0
3665,SETON 10,,QURU,0,0
3666,SETON 10,,QURU,0,0
3760,SETON 10,,FRPE,0,0
3761,SETON 10,,FRPE,0,0
3762,SETON 10,,FRPE,0,0
3834,SETON 10,,FAGR,0,0
3835,SETON 10,,FAGR,0,0
3836,SETON 10,,FAGR,0,0
3897,SETON 10,,CAGL8,0,0
3947,SETON 10,,LITU,0,0
3948,SETON 10,,LITU,0,0
3984,SETON 10,,QUAL,0,0
4017,SETON 10,,Dead,0,0
3667,SETON 11,,CAGL8,0,0
3732,SETON 11,,CAGL8,4,0
3763,SETON 11,,LITU,0,0
3764,SETON 11,,LITU,0,0
3765,SETON 11,,LITU,0,0
3766,SETON 11,,LITU,0,0
3767,SETON 11,,LITU,0,0
3837,SETON 11,,NYSY,0,0
3838,SETON 11,,NYSY,0,0
3898,SETON 11,,FAGR,0,0
3933,SETON 11,,FAGR,3,0
3939,SETON 11,,FAGR,4,0
3949,SETON 11,,FRPE,0,0
3950,SETON 11,,FRPE,0,0
3969,SETON 11,,FRPE,2,0
3970,SETON 11,,FRPE,2,0
3985,SETON 11,,QURU,0,0
3668,SETON 12,,QURU,0,0
3669,SETON 12,,QURU,0,0
3670,SETON 12,,QURU,0,0
3671,SETON 12,,QURU,0,0
3768,SETON 12,,FAGR,0,0
3817,SETON 12,,FAGR,2,0
3839,SETON 12,,CAGL8,0,0
3876,SETON 12,,CAGL8,3,0
3899,SETON 12,,ACRU,0,0
3900,SETON 12,,ACRU,0,0
3930,SETON 12,,ACRU,2,0
3934,SETON 12,,ACRU,3,0
3971,SETON 12,,NYSY,2,0
3986,SETON 12,,Dead,0,0
3672,SETON 13,,FAGR,0,0
3673,SETON 13,,FAGR,0,0
3769,SETON 13,,FRPE,0,0
3770,SETON 13,,FRPE,0,0
3840,SETON 13,,QUVE,0,0
3841,SETON 13,,QUVE,0,0
3842,SETON 13,,QUVE,0,0
3901,SETON 13,,LITU,0,0
3902,SETON 13,,LITU,0,0
3903,SETON 13,,LITU,0,0
3951,SETON 13,,CAGL8,0,0
3987,SETON 13,,QURU,0,0
3674,SETON 14,,FAGR,0,0
3771,SETON 14,,FRPE,0,0
3772,SETON 14,,FRPE,0,0
3773,SETON 14,,FRPE,0,0
3819,SETON 14,,FRPE,3,0
3843,SETON 14,,ACRU,0,0
3844,SETON 14,,ACRU,0,0
3904,SETON 14,,ULRU,0,0
3952,SETON 14,,CACA18,0,0
3988,SETON 14,,QURU,0,0
3675,SETON 15,,QURU,0,0
3676,SETON 15,,QURU,0,0
3677,SETON 15,,QURU,0,0
3678,SETON 15,,QURU,0,0
3679,SETON 15,,QURU,0,0
3774,SETON 15,,QUAL,0,0
3775,SETON 15,,QUAL,0,0
3776,SETON 15,,QUAL,0,0
3777,SETON 15,,QUAL,0,0
3778,SETON 15,,QUAL,0,0
3871,SETON 15,,FRPE,2,0
3905,SETON 15,,FAGR,0,0
3953,SETON 15,,Dead,0,0
3989,SETON 15,,LITU,0,0
4018,SETON 15,,VIPR,0,0
3680,SETON 16,,FRPE,0,0
3681,SETON 16,,FRPE,0,0
3779,SETON 16,,FAGR,0,0
3780,SETON 16,,FAGR,0,0
3781,SETON 16,,FAGR,0,0
3845,SETON 16,,QUAL,0,0
