"2429","LINDE2","8","HR 10",
"2430","TORA2","10","HR 11",
"2431","AMBR7","10","HR 16",
"2432","FRAGA","10","HR 16",
"2433","LOMA6","10","HR 18",
"2434","CEOR7","10","HR 3",
"2435","LIOB","10","HR 8",
"2436","LINDE2","12","HR 2",
"2437","CILU","13","HR 11",
"2438","HEHE","13","HR 18",
"2439","CEOR7","15","HR 11",
"2440","CEOR7","15","HR 15",
"2441","PAQU2","15","HR 15",
"2442","HEHE","15","HR 15",
"2443","ALPE4","15","HR 17",
"2444","LONIC","15","HR 19",
"2445","SASSA","15","HR 19",
"2446","LONIC","15","HR 20",
"2447","PAQU2","15","HR 3",
"2448","HEHE","15","HR 3",
"2449","Unidentified Herb","15","HR 5",
"2450","LONIC","20","HR 15",
"2451","AMBR7","20","HR 20",
"2452","APOCY","20","HR 5",
"2453","HEHE","23","HR 7",
"2454","CEOR7","25","HR 14",
"2455","LIOB","25","HR 18",
"2456","CEOR7","25","HR 5",
"2457","LINDE2","30","HR 3",
"2458","CEOR7","35","HR 1",
"2459","TORA2","35","HR 13",
"2460","CEOR7","35","HR 13",
"2461","CILU","35","HR 16",
"2462","Unidentified Herb","50","HR 19",
"2463","RUPH","50","HR 20",
"2464","RUPH","88","HR 2",
"2465","Grass","93","HR 9",
"2466","Grass","95","HR 6",
"2467","HEHE","1","HR 12","yes"
"2468","HEHE","1","HR 1","yes"
"2469","SMILA2","1","HR 10","yes"
"2470","VIDI80","1","HR 10","yes"
"2471","CRMO2","1","HR 11","yes"
"2472","POLYG2","1","HR 16","yes"
"2473","AMBR7","1","HR 17","yes"
"2474","CEOR7","1","HR 18","yes"
"2475","CRMO2","1","HR 18","yes"
"2476","RUBUS","1","HR 19","yes"
"2477","ASARU","1","HR 20","yes"
"2478","LINDE2","1","HR 20","yes"
"2479","POLYG2","1","HR 4","yes"
"2480","VIAC","1","HR 4","yes"
"2481","ARISA","2","HR 12","yes"
"2482","RUPH","2","HR 1","yes"
"2483","AMBR7","2","HR 1","yes"
"2988","FRAGA","1","LOYOLA 12",
"2989","RUBUS","1","LOYOLA 18",
"2990","ACPA2","1","LOYOLA 18",
"2991","ALPE4","1","LOYOLA 18",
"2992","POVI2","1","LOYOLA 18",
"2993","ACPA2","1","LOYOLA 20",
"2994","LIBE3","1","LOYOLA 20",
"2995","ALPE4","1","LOYOLA 24",
"2996","CILU","1","LOYOLA 24",
"2997","AMBR7","1","LOYOLA 30",
"2998","AIAL","1","LOYOLA 30",
"2999","SMILA2","1","LOYOLA 30",
"3000","AMBR7","1","LOYOLA 4",
"3001","LONIC","1","LOYOLA 4",
"3002","MELIL","1","LOYOLA 42",
"3003","HEHE","1","LOYOLA 52 ",
"3004","POPE2","1","LOYOLA 54",
"3005","LONIC","1","LOYOLA 54",
"3006","FRAXI","1","LOYOLA 54",
"3007","IPCA","1","LOYOLA 54",
"3008","ULMUS","1","LOYOLA 6",
"3009","PAQU2","1","LOYOLA 6",
"3010","POPE2","1","LOYOLA 60",
"3011","IPCA","1","LOYOLA 8",
"3012","ARISA","2","LOYOLA 12",
"3013","LONIC","2","LOYOLA 12",
"3014","CAGL8","2","LOYOLA 18",
"3015","HEHE","2","LOYOLA 22",
"3016","LIBE3","2","LOYOLA 24",
"3017","HEHE","2","LOYOLA 24",
"3018","ALPE4","2","LOYOLA 36",
"3019","HEHE","2","LOYOLA 36",
"3020","CILU","2","LOYOLA 52 ",
"3021","FRPE","2","LOYOLA 52 ",
"3022","OXALI","2","LOYOLA 54",
"3023","ROSA5","2","LOYOLA 58",
"3024","HEHE","2","LOYOLA 6",
"3025","MIVI","2","LOYOLA 8",
"3026","ALPE4","2","LOYOLA 8",
"3027","AMBR7","2","LOYOLA 8",
"3028","HEHE","2","LOYOLA 8",
"3029","FRAXI","3","LOYOLA 2",
"3030","PAQU2","3","LOYOLA 2",
"3031","AMBR7","3","LOYOLA 2",
"3032","LONIC","3","LOYOLA 40",
"3033","OXALI","3","LOYOLA 60",
"3034","LONIC","3","LOYOLA 8",
"3035","FRAXI","3","LOYOLA 8",
"3036","AMBR7","4","LOYOLA 52 ",
"3037","LIBE3","4","LOYOLA 52 ",
"3038","LONIC","4","LOYOLA 6",
"3039","LONIC","4","LOYOLA 60",
"3040","CILU","4","LOYOLA 62",
"3041","LIBE3","5","LOYOLA 30",
"3042","CEOR7","5","LOYOLA 30",
"3043","AMBR7","5","LOYOLA 40",
"3044","RUPH","5","LOYOLA 52 ",
"3045","AMBR7","5","LOYOLA 6",
"3046","TORA2","6","LOYOLA 40",
"3047","CEOR7","8","LOYOLA 2",
"3048","AMBRO","8","LOYOLA 54",
"3049","URDI","9","LOYOLA 60",
"3050","CILU","10","LOYOLA 2",
"3051","LONIC","10","LOYOLA 30",
"3052","FRPE","10","LOYOLA 34",
"3053","HAVI2","10","LOYOLA 4",
"3054","GECA7","10","LOYOLA 54",
"3055","GECA7","10","LOYOLA 60",
"3056","RUPH","10","LOYOLA 8",
"3057","LIBE3","12","LOYOLA 22",
"3058","RUBUS","12","LOYOLA 8",
"3059","ALPE4","15","LOYOLA 26",
"3060","RUBUS","15","LOYOLA 30",
"3061","LIBE3","15","LOYOLA 4",
"3062","RUPH","15","LOYOLA 60",
"3063","BOEHM","18","LOYOLA 54",
"3064","LIBE3","20","LOYOLA 18",
"3065","LONIC","20","LOYOLA 58",
"3066","URDI","20","LOYOLA 62",
"3067","CEOR7","23","LOYOLA 58",
"3068","LONIC","25","LOYOLA 36",
"3069","IPCA","25","LOYOLA 56",
"3070","EUSE2","32","LOYOLA 54",
"3071","ARVU","35","LOYOLA 40",
"3072","EUSE2","35","LOYOLA 42",
"3073","Grass","63","LOYOLA 42",
"3074","CEOR7","70","LOYOLA 34",
"3075","AMBR7","75","LOYOLA 56",
"3076","Grass","95","LOYOLA 64",
"3077","ALPE4","1","LOYOLA 10","yes"
"3078","FRAXI","1","LOYOLA 10","yes"
"3079","PRSE2","1","LOYOLA 10","yes"
"3080","CILU","1","LOYOLA 10","yes"
"3081","ALPE4","1","LOYOLA 12","yes"
"3082","PRSE2","1","LOYOLA 12","yes"
"3083","LIBE3","1","LOYOLA 12","yes"
"3084","ALPE4","1","LOYOLA 14","yes"
"3085","HEHE","1","LOYOLA 14","yes"
"3086","FAGR","1","LOYOLA 14","yes"
"3087","ACER","1","LOYOLA 14","yes"
"3088","CILU","1","LOYOLA 18","yes"
"3089","ALPE4","1","LOYOLA 22","yes"
"3090","CILU","1","LOYOLA 22","yes"
"3091","PAQU2","1","LOYOLA 22","yes"
"3092","LONIC","1","LOYOLA 24","yes"
"3093","VITIS","1","LOYOLA 24","yes"
"3094","LONIC","1","LOYOLA 26","yes"
"3095","CEOR7","1","LOYOLA 26","yes"
"3096","PAQU2","1","LOYOLA 30","yes"
"3097","FRAXI","1","LOYOLA 4","yes"
"3098","PAQU2","1","LOYOLA 4","yes"
"3099","ALPE4","1","LOYOLA 4","yes"
"3100","AMBRO","1","LOYOLA 42","yes"
"3101","NYSY","1","LOYOLA 52 ","yes"
"3102","ACPL","1","LOYOLA 6","yes"
"3103","CHAL7","1","LOYOLA 6","yes"
"3104","CEOR7","1","LOYOLA 60","yes"
"3105","FAGR","1","LOYOLA 62","yes"
"3106","HEHE","1","LOYOLA 62","yes"
"3107","CEOR7","1","LOYOLA 62","yes"
"3108","FRAGA","1","LOYOLA 62","yes"
"3109","AMBR7","1","LOYOLA 64","yes"
"3110","KUST","1","LOYOLA 64","yes"
"3238","PRSE2","1","MDSB 13",
"3239","Unidentified","1","MDSB 14",
"3240","TORA2","1","MDSB 19",
"3241","PAQU2","1","MDSB 2",
"3242","VIDE","1","MDSB 20",
"3243","HEHE","1","MDSB 22",
"3244","PLMA2","1","MDSB 22",
"3245","ARTR","1","MDSB 23",
"3246","LIBE3","1","MDSB 23",
"3247","SMILA2","1","MDSB 25",
"3248","PAQU2","1","MDSB 28",
"3249","HEHE","1","MDSB 32",
"3250","PAQU2","1","MDSB 32",
"3251","PAQU2","1","MDSB 33",
"3252","VITIS","1","MDSB 36",
"3253","PAQU2","1","MDSB 36",
"3254","IMCA","1","MDSB 42",
"3255","HEHE","1","MDSB 43",
"3256","LIBE3","1","MDSB 5",
"3257","FRPE","1","MDSB 6",
"3258","LIBE3","1","MDSB 6",
"3259","TORA2","1","MDSB 6",
"3260","PAQU2","1","MDSB 8",
"3261","SMILA2","2","MDSB 16",
"3262","LOJA","2","MDSB 18",
"3263","PRSE2","2","MDSB 19",
"3264","PAQU2","2","MDSB 20",
"3265","TORA2","2","MDSB 20",
"3266","VIDE","2","MDSB 23",
"3267","VACO","2","MDSB 25",
"3268","VIDE","2","MDSB 25",
"3269","HEHE","2","MDSB 25",
"3270","LOJA","2","MDSB 33",
"3271","Moss","2","MDSB 33",
"3272","FRPE","2","MDSB 35",
"3273","LIBE3","2","MDSB 35",
"3274","PAQU2","2","MDSB 35",
"3275","LOJA","2","MDSB 37",
"3276","HEHE","2","MDSB 38",
"3277","LOJA","2","MDSB 39",
"3278","HEHE","2","MDSB 40",
"3279","LIBE3","2","MDSB 41",
"3280","ACRU","2","MDSB 6",
"3281","EUSE2","2","MDSB 8",
"3282","PRSE2","3","MDSB 26",
"3283","HEHE","3","MDSB 29",
"3284","PRSE2","3","MDSB 29",
"3285","HEHE","3","MDSB 3",
"3286","SMILA2","3","MDSB 39",
"3287","PAQU2","3","MDSB 44",
"3288","TORA2","3","MDSB 5",
"3289","RUBUS","4","MDSB 22",
"3290","HEHE","4","MDSB 39",
"3291","PAQU2","4","MDSB 40",
"3292","SMILA2","4","MDSB 48",
"3293","VAAN","4","MDSB 48",
"3294","LOJA","4","MDSB 5",
"3295","PAQU2","5","MDSB 10",
"3296","PAQU2","5","MDSB 11",
"3297","PRSE2","5","MDSB 12",
"3298","VIDE","5","MDSB 17",
"3299","VIDE","5","MDSB 19",
"3300","LOJA","5","MDSB 2",
"3301","VIDE","5","MDSB 21",
"3302","LOJA","5","MDSB 27",
"3303","EUAM9","5","MDSB 3",
"3304","LOJA","5","MDSB 36",
"3305","LOJA","5","MDSB 41",
"3306","PRSE2","5","MDSB 47",
"3307","SMILA2","5","MDSB 8",
"3308","HEHE","5","MDSB 8",
"3309","HEHE","6","MDSB 10",
"3310","SMILA2","6","MDSB 33",
"3311","ILOP","6","MDSB 39",
"3312","ALPE4","6","MDSB 44",
"3313","LIBE3","7","MDSB 11",
"3314","VAAN","7","MDSB 12",
"3315","HEHE","7","MDSB 27",
"3316","LOJA","7","MDSB 31",
"3317","LOJA","7","MDSB 32",
"3318","HEHE","7","MDSB 36",
"3319","ALPE4","7","MDSB 37",
"3320","RUPH","8","MDSB 18",
"3321","HEHE","8","MDSB 2",
"3322","HEHE","8","MDSB 4",
"3323","HEHE","8","MDSB 6",
"3324","MIVI","9","MDSB 45",
"3325","LOJA","10","MDSB 24",
"3326","FRPE","10","MDSB 28",
"3327","EUAM9","10","MDSB 31",
"3328","LIBE3","10","MDSB 4",
"3329","ROMU","10","MDSB 47",
"3330","VIAC","10","MDSB 49",
"3331","LIBE3","10","MDSB 9",
"3332","LOJA","11","MDSB 10",
"3333","LOJA","13","MDSB 20",
"3334","CEOR7","13","MDSB 4",
"3335","LOJA","13","MDSB 8",
"3336","PAQU2","15","MDSB 25",
"3337","PAQU2","15","MDSB 27",
"3338","LOJA","15","MDSB 34",
"3339","LOJA","15","MDSB 35",
"3340","LOJA","15","MDSB 44",
"3341","Moss","15","MDSB 6",
"3342","LIBE3","15","MDSB 8",
"3343","SMILA2","15","MDSB 9",
"3344","HEHE","17","MDSB 24",
"3345","LIBE3","20","MDSB 10",
"3346","SMILA2","20","MDSB 12",
"3347","SMILA2","25","MDSB 19",
"3348","HEHE","25","MDSB 33",
"3349","LIBE3","26","MDSB 7",
"3350","DEPU2","30","MDSB 28",
"3351","BOCY","35","MDSB 18",
"3352","LOJA","35","MDSB 3",
"3353","ROMU","40","MDSB 31",
"3354","LITU","45","MDSB 12",
"3355","DEPU2","45","MDSB 38",
"3356","VIDE","50","MDSB 27",
"3357","SMILA2","55","MDSB 18",
"3358","LOJA","75","MDSB 9",
"3359","POPE2","90","MDSB 45",
"3360","SMILA2","95","MDSB 17",
"3361","CILU","1","MDSB 10","yes"
"3362","HISY","1","MDSB 10","yes"
"3363","LITU","1","MDSB 11","yes"
"3364","NYSY","1","MDSB 13","yes"
"3365","ACRU","1","MDSB 13","yes"
"3366","TORA2","1","MDSB 13","yes"
"3367","LITU","1","MDSB 13","yes"
"3368","HEHE","1","MDSB 13","yes"
"3369","NYSY","1","MDSB 14","yes"
"3370","LITU","1","MDSB 14","yes"
"3371","ACRU","1","MDSB 14","yes"
"3372","POBI2","1","MDSB 14","yes"
"3373","SMILA2","1","MDSB 15","yes"
"3374","LIBE3","1","MDSB 16","yes"
"3375","LOJA","1","MDSB 19","yes"
"3376","AMBR7","1","MDSB 2","yes"
"3377","LIBE3","1","MDSB 2","yes"
"3378","Moss","1","MDSB 2","yes"
"3379","LITU","1","MDSB 20","yes"
"3380","FRPE","1","MDSB 21","yes"
"3381","LITU","1","MDSB 21","yes"
"3382","ACRU","1","MDSB 21","yes"
"3383","NYSY","1","MDSB 21","yes"
"3384","LOJA","1","MDSB 21","yes"
"3385","LITU","1","MDSB 22","yes"
"3386","Unidentified","1","MDSB 22","yes"
"3387","ACRU","1","MDSB 23","yes"
"3388","SMILA2","1","MDSB 23","yes"
"3389","HEHE","1","MDSB 23","yes"
"3390","RUBUS","1","MDSB 24","yes"
"3391","TORA2","1","MDSB 24","yes"
"3392","SMILA2","1","MDSB 24","yes"
"3393","PRSE2","1","MDSB 25","yes"
"3394","LITU","1","MDSB 25","yes"
"3395","LOJA","1","MDSB 25","yes"
"3396","POPE","1","MDSB 28","yes"
"3397","LITU","1","MDSB 28","yes"
"3398","LIBE3","1","MDSB 28","yes"
"3399","PAQU2","1","MDSB 29","yes"
"3400","LITU","1","MDSB 29","yes"
"3401","POPE","1","MDSB 29","yes"
"3402","POBI2","1","MDSB 29","yes"
"3403","CACA18","1","MDSB 29","yes"
"3404","POBI2","1","MDSB 3","yes"
"3405","VISO ","1","MDSB 30","yes"
"3406","OXALI","1","MDSB 30","yes"
"3407","EUAL13","1","MDSB 30","yes"
"3408","HEHE","1","MDSB 31","yes"
"3409","PAQU2","1","MDSB 31","yes"
"3410","TORA2","1","MDSB 33","yes"
"3411","PAQU2","1","MDSB 34","yes"
"3412","TORA2","1","MDSB 34","yes"
"3413","VIDE","1","MDSB 35","yes"
"3414","TORA2","1","MDSB 35","yes"
"3415","TORA2","1","MDSB 36","yes"
"3416","FRPE","1","MDSB 36","yes"
"3417","LITU","1","MDSB 38","yes"
"3418","PAQU2","1","MDSB 38","yes"
"3419","LOJA","1","MDSB 38","yes"
"3420","VIPR","1","MDSB 38","yes"
"3421","PRSE2","1","MDSB 39","yes"
"3422","TORA2","1","MDSB 4","yes"
"3423","VIDE","1","MDSB 4","yes"
"3424","VITIS","1","MDSB 40","yes"
"3425","LIBE3","1","MDSB 40","yes"
"3426","ACRU","1","MDSB 40","yes"
"3427","LITU","1","MDSB 40","yes"
"3428","HEHE","1","MDSB 41","yes"
"3429","TORA2","1","MDSB 41","yes"
"3430","ROMU","1","MDSB 44","yes"
"3431","POPE10","1","MDSB 45","yes"
"3432","IMCA","1","MDSB 45","yes"
"3433","SMILA2","1","MDSB 46","yes"
"3434","PRSE2","1","MDSB 46","yes"
"3435","PAQU2","1","MDSB 47","yes"
"3436","HEHE","1","MDSB 47","yes"
"3437","SMILA2","1","MDSB 5","yes"
"3438","PAQU2","1","MDSB 5","yes"
"3439","POBI2","1","MDSB 5","yes"
"3440","MIVI","1","MDSB 6","yes"
"3441","RUBUS","1","MDSB 6","yes"
"3442","LITU","1","MDSB 6","yes"
"3443","PRSE2","1","MDSB 7","yes"
"3444","EUAM9","1","MDSB 7","yes"
"3445","PAQU2","1","MDSB 7","yes"
"3446","POBI2","1","MDSB 7","yes"
"3447","ACRU","1","MDSB 7","yes"
"3718","PLMA2","1","ND 12",
"3719","PRSE2","1","ND 14",
"3720","PLMA2","1","ND 38",
"3721","POTEN","1","ND 5",
"3722","OXALI","2","ND 1",
"3723","HEHE","2","ND 28",
"3724","PLMA2","2","ND 28",
"3725","POTEN","2","ND 28",
"3726","TRRE3","2","ND 28",
"3727","PLMA2","2","ND 5",
"3728","GLHE2","3","ND 18",
"3729","POTEN","5","ND 12",
"3730","RUBUS","5","ND 13",
"3731","HEHE","5","ND 13",
"3732","TRRE3","5","ND 18",
"3733","VISO","5","ND 24",
"3734","Grass","5","ND 34",
"3735","TRRE3","5","ND 7",
"3736","Grass","5","ND 7",
"3737","TRRE3","10","ND 12",
"3738","VISO","10","ND 18",
"3739","POTEN","15","ND 13",
"3740","POTEN","15","ND 24",
"3741","TRRE3","15","ND 25",
"3742","ACVI","15","ND 30",
"3743","Grass","15","ND 4",
"3744","VISO","20","ND 28",
"3745","TRRE3","20","ND 34",
"3746","POTEN","20","ND 9",
"3747","PLMA2","25","ND 18",
"3748","VISO","25","ND 25",
"3749","KUST2","30","ND 12",
"3750","KUST2","30","ND 24",
"3751","Moss","30","ND 30",
"3752","TRRE3","30","ND 37",
"3753","GLHE2","35","ND 13",
"3754","Grass","35","ND 23",
"3755","TRRE3","35","ND 5",
"3756","Kust2","40","ND 22",
"3757","Grass","40","ND 30",
"3758","Grass","45","ND 24",
"3759","Grass","45","ND 28",
"3760","Grass","48","ND 1",
"3761","c","50","ND 1",
"3762","Grass","52","ND 12",
"3763","Grass","55","ND 22",
"3764","KUST","55","ND 34",
"3765","Moss","55","ND 4",
"3766","Grass","57","ND 18",
"3767","Grass","60","ND 25",
"3768","Grass","62","ND 5",
"3769","Grass","68","ND 37",
"3770","Grass","80","ND 9",
"3771","Grass","95","ND 19",
"3772","Grass","98","ND 38",
"3773","OXALI","1","ND 13","yes"
"3774","VISO","1","ND 13","yes"
"3775","NYSY","1","ND 14","yes"
"3776","AMBR7","1","ND 24","yes"
"3777","TORA2","1","ND 24","yes"
"3778","AMBR7","1","ND 28","yes"
"3779","AMBR7","1","ND 30","yes"
"3780","EUAL13","1","ND 30","yes"
"3781","TAOF","1","ND 37","yes"
"3782","PLMA2","1","ND 37","yes"
"3783","POTEN","1","ND 4","yes"
"3784","POTEN","1","ND 7","yes"
"4313","OXALI","1","RPCS 10",
"4314","PLMA2","1","RPCS 10",
"4315","LINDE2","1","RPCS 2",
"4316","AMBR7","1","RPCS 21",
"4317","MIVI","1","RPCS 22",
"4318","OXALI","1","RPCS 22",
"4319","LONIC","1","RPCS 3",
"4320","PRAV","2","RPCS 18",
"4321","FRAXI","2","RPCS 20",
"4322","EUAL13","2","RPCS 6",
"4323","LINDE2","2","RPCS 7",
"4324","PAQU2","3","RPCS 10",
"4325","VIMI2","3","RPCS 12",
"4326","LONIC","3","RPCS 18",
"4327","LONIC","3","RPCS 2",
"4328","HEHE","3","RPCS 20",
"4329","Unidentified","3","RPCS 7",
"4330","QUPR2","3","RPCS 8",
"4331","HEHE","4","RPCS 2",
"4332","CILU","5","RPCS 12",
"4333","EUAL13","5","RPCS 13",
"4334","VIMI2","5","RPCS 5",
"4335","HEHE","6","RPCS 11",
"4336","EUAL13","6","RPCS 17",
"4337","EUAL13","6","RPCS 7",
"4338","HEHE","7","RPCS 5",
"4339","HEHE","7","RPCS 7",
"4340","HEHE","8","RPCS 4",
"4341","AMBR7","10","RPCS 20",
"4342","EUAL13","10","RPCS 5",
"4343","EUONY2","10","RPCS 6",
"4344","BETH","10","RPCS 7",
"4345","ACNE2","15","RPCS 19",
"4346","VIOLA","15","RPCS 23",
"4347","AMBR7","15","RPCS 23",
"4348","HEHE","15","RPCS 6",
"4349","EUAL13","15","RPCS 8",
"4350","LONIC","17","RPCS 12",
"4351","POVI2","17","RPCS 7",
"4352","HEHE","20","RPCS 12",
"4353","AMBR7","20","RPCS 14",
"4354","VIOLA","20","RPCS 22",
"4355","HEHE","25","RPCS 1",
"4356","LINDE2","25","RPCS 5",
"4357","VIMI2","25","RPCS 8",
"4358","IMCA","30","RPCS 15",
"4359","AEPO","30","RPCS 17",
"4360","HEHE","35","RPCS 18",
"4361","Grass","35","RPCS 21",
"4362","GLHE2","35","RPCS 23",
"4363","HEHE","35","RPCS 3",
"4364","EUAL13","50","RPCS 11",
"4365","Grass","50","RPCS 22",
"4366","BETH","55","RPCS 12",
"4367","HEHE","55","RPCS 17",
"4368","HEHE","55","RPCS 19",
"4369","POPE2","70","RPCS 10",
"4370","PATE11","70","RPCS 15",
"4371","Unidentified Shrub","80","RPCS 14",
"4372","EUAL13","85","RPCS 20",
"4373","AEPO","90","RPCS 13",
"4374","RHODO","90","RPCS 9",
"4375","Grass","95","RPCS 16",
"4376","ALPE4","1","RPCS 10","yes"
"4377","AMBR7","1","RPCS 10","yes"
"4378","TORA2","1","RPCS 12","yes"
"4379","FRAGA","1","RPCS 16","yes"
"4380","AMBR7","1","RPCS 17","yes"
"4381","AMBR7","1","RPCS 18","yes"
"4382","IMCA","1","RPCS 18","yes"
"4383","PRSE2","1","RPCS 22","yes"
"4912","ARTR","1","SETON 10",
"4913","CEORU","1","SETON 11",
"4914","LOJA","1","SETON 11",
"4915","LOJA","1","SETON 12",
"4916","LOJA","1","SETON 18",
"4917","FRPE","1","SETON 18",
"4918","FAGR","1","SETON 18",
"4919","LOJA","1","SETON 19",
"4920","CAGL8","1","SETON 19",
"4921","FAGR","1","SETON 20",
"4922","CEOR7","1","SETON 20",
"4923","NYSY","1","SETON 20",
"4924","CAGL8","1","SETON 21",
"4925","KUST2","1","SETON 21",
"4926","LOJA","1","SETON 21",
"4927","LIBE3","1","SETON 22",
"4928","CEOR7","1","SETON 24",
"4929","AMBR7","1","SETON 25",
"4930","SEVA4","1","SETON 26",
"4931","FRAGA","1","SETON 27",
"4932","QUAL","1","SETON 28",
"4933","AMBR7","1","SETON 29",
"4934","ALPE4","1","SETON 31",
"4935","CEOR7","1","SETON 31",
"4936","LOJA","1","SETON 31",
"4937","ROMU","1","SETON 6",
"4938","GECA7","2","SETON 11",
"4939","ARTR","2","SETON 13",
"4940","LOJA","2","SETON 13",
"4941","LITU","2","SETON 14",
"4942","CEOR7","2","SETON 16",
"4943","EUAM9","2","SETON 19",
"4944","ARTR","2","SETON 24",
"4945","EUAM9","2","SETON 25",
"4946","PLMA2","2","SETON 26",
"4947","LOJA","2","SETON 5",
"4948","LOJA","2","SETON 7",
"4949","HEHE","2","SETON 9",
"4950","OXALI","3","SETON 23",
"4951","OXALI","3","SETON 26",
"4952","LOJA","3","SETON 6",
"4953","HEHE","4","SETON 25",
"4954","POVI2","4","SETON 29",
"4955","Grass","4","SETON 4",
"4956","CEOR7","5","SETON 19",
"4957","RUBUS","5","SETON 23",
"4958","AMBR7","5","SETON 23",
"4959","LOJA","5","SETON 23",
"4960","TORA2","5","SETON 25",
"4961","AMBR7","5","SETON 26",
"4962","LOJA","5","SETON 27",
"4963","PAQU2","5","SETON 29",
"4964","GECA7","5","SETON 31",
"4965","FRPE","5","SETON 4",
"4966","LIBE3","5","SETON 9",
"4967","LOJA","6","SETON 25",
"4968","CLEMA","6","SETON 29",
"4969","HAVI2","7","SETON 29",
"4970","FRPE","7","SETON 5",
"4971","CEOR7","8","SETON 27",
"4972","LOJA","8","SETON 4",
"4973","LOJA","8","SETON 9",
"4974","ERHI12","9","SETON 4",
"4975","CEOR7","10","SETON 25",
"4976","FRAGA","10","SETON 26",
"4977","HEHE","10","SETON 28",
"4978","HEHE","15","SETON 30",
"4979","FRPE","15","SETON 30",
"4980","CEOR7","17","SETON 28",
"4981","Grass","20","SETON 23",
"4982","HEHE","20","SETON 27",
"4983","CEOR7","37","SETON 29",
"4984","GLHE2","45","SETON 23",
"4985","Grass","78","SETON 26",
"4986","AMBR2","1","SETON 1","yes"
"4987","LOJA","1","SETON 1","yes"
"4988","TORA2","1","SETON 1","yes"
"4989","VISO","1","SETON 1","yes"
"4990","ACRU","1","SETON 10","yes"
"4991","FRPE","1","SETON 10","yes"
"4992","CEOR7","1","SETON 10","yes"
"4993","EUAM9","1","SETON 10","yes"
"4994","FRPE","1","SETON 13","yes"
"4995","VITIS","1","SETON 13","yes"
"4996","LIBE3","1","SETON 14","yes"
"4997","POVI2","1","SETON 14","yes"
"4998","ARTR","1","SETON 14","yes"
"4999","LOJA","1","SETON 16","yes"
"5000","PAQU2","1","SETON 16","yes"
"5001","ACRU","1","SETON 16","yes"
"5002","CECA4","1","SETON 16","yes"
"5003","POBI2","1","SETON 16","yes"
"5004","LOJA","1","SETON 17","yes"
"5005","FRPE","1","SETON 17","yes"
"5006","QURU","1","SETON 18","yes"
"5007","NYSY","1","SETON 19","yes"
"5008","ARTR","1","SETON 19","yes"
"5009","ULRU","1","SETON 19","yes"
"5010","PAQU2","1","SETON 19","yes"
"5011","LOJA","1","SETON 2","yes"
"5012","LIBE3","1","SETON 2","yes"
"5013","EUAL13","1","SETON 20","yes"
"5014","QUAL","1","SETON 20","yes"
"5015","ACRU","1","SETON 20","yes"
"5016","LITU","1","SETON 21","yes"
"5017","EUAM9","1","SETON 22","yes"
"5018","FRPE","1","SETON 22","yes"
"5019","AMBR7","1","SETON 22","yes"
"5020","SMILA2","1","SETON 24","yes"
"5021","POVI2","1","SETON 24","yes"
"5022","AMBR7","1","SETON 24","yes"
"5023","POVI2","1","SETON 25","yes"
"5024","FRPE","1","SETON 25","yes"
"5025","TORA2","1","SETON 27","yes"
"5026","AMBR7","1","SETON 27","yes"
"5027","FRPE","1","SETON 27","yes"
"5028","COCO3","1","SETON 29","yes"
"5029","HEHE","1","SETON 29","yes"
"5030","TORA2","1","SETON 29","yes"
"5031","HEHE","1","SETON 4","yes"
"5032","ACRU","1","SETON 4","yes"
"5033","RUBUS","1","SETON 4","yes"
"5034","SOLID","1","SETON 4","yes"
"5035","OXALI","1","SETON 4","yes"
"5036","EUAM9","1","SETON 5","yes"
"5037","POV12","1","SETON 5","yes"
"5038","VITIS","1","SETON 5","yes"
"5039","Grass","1","SETON 5","yes"
"5040","PAQU2","1","SETON 6","yes"
"5041","GECA7","1","SETON 7","yes"
"5042","TORA2","1","SETON 7","yes"
"5043","FRPE","1","SETON 7","yes"
"5044","FRPE","1","SETON 9","yes"
"5045","VITIS","1","SETON 9","yes"
"5046","VIDE","1","SETON 9","yes"
"5222","HEHE","1","SINAI 1",
"5223","Grass","1","SINAI 11",
"5224","ACRU","1","SINAI 12",
"5225","LONIC","1","SINAI 14",
"5226","SMILA2","1","SINAI 14",
"5227","AMBR7","1","SINAI 15",
"5228","ACRU","1","SINAI 16",
"5229","SMILA2","1","SINAI 23",
"5230","CLTE4","1","SINAI 24",
"5231","ARISA","1","SINAI 27",
"5232","LINDE2","1","SINAI 27",
"5233","PRSE2","1","SINAI 28",
"5234","CLTE4","1","SINAI 28",
"5235","CEOR7","1","SINAI 29",
"5236","SOAL6","1","SINAI 31",
"5237","LASE","1","SINAI 31",
"5238","POPE2","1","SINAI 31",
"5239","ROPS","1","SINAI 6",
"5240","EUPE3","1","SINAI 8",
"5241","FRPE","2","SINAI 18",
"5242","LONIC","2","SINAI 2",
"5243","GECA7","2","SINAI 26",
"5244","SASSA","2","SINAI 3",
"5245","HEHE","2","SINAI 3",
"5246","HEHE","2","SINAI 30",
"5247","OXALI","2","SINAI 30",
"5248","HAVI2","2","SINAI 34",
"5249","FRAXI","2","SINAI 8",
"5250","AMBR7","3","SINAI 12",
"5251","FRAXI","3","SINAI 14",
"5252","LIGUS2","3","SINAI 24",
"5253","SMILA2","3","SINAI 28",
"5254","AMBR7","3","SINAI 3",
"5255","HAVI2","3","SINAI 3",
"5256","CEOR7","3","SINAI 30",
