"1083","4","200","SINAI 4"
"1084","5","165","SINAI 4"
"1085","1","160","SINAI 7"
"1086","2","200","SINAI 7"
"1087","3","150","SINAI 7"
"1088","4","150","SINAI 7"
"1089","5","170","SINAI 7"
"1090","1","175","SINAI 9"
"1091","2","175","SINAI 9"
"1092","3","180","SINAI 9"
"1093","4","180","SINAI 9"
"1094","5","175","SINAI 9"
"1095","1","125","JHU 11"
"1096","2","125","JHU 11"
"1097","3","150","JHU 11"
"1098","4","125","JHU 11"
"1099","5","150","JHU 11"
"1100","1","175","JHU 12"
"1101","2","200","JHU 12"
"1102","3","160","JHU 12"
"1103","4","175","JHU 12"
"1104","5","205","JHU 12"
"1105","1","275","JHU 13"
"1106","2","250","JHU 13"
"1107","3","240","JHU 13"
"1108","4","200","JHU 13"
"1109","5","250","JHU 13"
"1110","1","200","JHU 19"
"1111","2","175","JHU 19"
"1112","3","175","JHU 19"
"1113","4","175","JHU 19"
"1114","5","150","JHU 19"
"1115","1","240","JHU 23"
"1116","2","300","JHU 23"
"1117","3","240","JHU 23"
"1118","4","275","JHU 23"
"1119","5","275","JHU 23"
"1120","1","180","JHU 24"
"1121","2","180","JHU 24"
"1122","3","200","JHU 24"
"1123","4","200","JHU 24"
"1124","5","175","JHU 24"
"1125","1","150","JHU 29"
"1126","2","130","JHU 29"
"1127","3","75","JHU 29"
"1128","4","200","JHU 29"
"1129","5","200","JHU 29"
"1130","1","150","JHU 32"
"1131","2","160","JHU 32"
"1132","3","175","JHU 32"
"1133","4","200","JHU 32"
"1134","5","140","JHU 32"
"1135","1","240","JHU 38"
"1136","2","300","JHU 38"
"1137","3","310","JHU 38"
"1138","4","320","JHU 38"
"1139","5","250","JHU 38"
"1140","1","240","JHU 41"
"1141","2","275","JHU 41"
"1142","3","300","JHU 41"
"1143","4","275","JHU 41"
"1144","5","300","JHU 41"
"1145","1","350","JHU 45"
"1146","2","350","JHU 45"
"1147","3","300","JHU 45"
"1148","4","300","JHU 45"
"1149","5","275","JHU 45"
"1150","1","65","JHU 46"
"1151","2","85","JHU 46"
"1152","3","110","JHU 46"
"1153","4","120","JHU 46"
"1154","5","125","JHU 46"
"1155","1","200","JHU 50"
"1156","2","200","JHU 50"
"1157","3","180","JHU 50"
"1158","4","150","JHU 50"
"1159","5","190","JHU 50"
"1160","1","275","JHU 53"
"1161","2","200","JHU 53"
"1162","3","250","JHU 53"
